	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999975	-2.18182e-06	-0.0136364	2.91313	-2.02329	0.126444	-0.9272535273239271
1	A1-1	-0.799991	-1.56333e-06	-0.00977081	-4.55122	-8.85176	-0.113238	1.158941786811943
2	A1-1	-0.599968	-1.00784e-06	-0.006299	12.535	-16.6974	0.15079	-2.3938720431814575
3	A1-1	-0.399957	-5.54636e-07	-0.00346647	-3.93556	-1.30454	-0.0173683	0.5010370780650055
4	A1-1	-0.200011	-2.366e-07	-0.00147875	-601.237	-8.02198	-0.566036	38.278005071851226
5	A1-1	3.829e-05	6.27458e-10	3.92161e-06	-837731000.0	-18389.7	-0.40041	-10210.347280836188
6	A1-1	0.200025	2.49907e-07	0.00156192	149.924	40.4879	0.149095	9.545623335382093
7	A1-1	0.399971	5.88471e-07	0.00367794	0.933441	26.7463	0.0043709	0.11884098163645954
8	A1-1	0.599965	1.03672e-06	0.0064795	-14.897	-2.71045	-0.184338	-2.8449417393317384
9	A1-1	0.79998	1.62183e-06	0.0101364	-5.44855	3.39236	-0.140636	-1.387435381397735
10	A1-1	0.999979	2.3179e-06	0.0144869	-14.1181	-3.48075	-0.651017	-4.4938323588897555
11	A1-1	1.19999	3.03678e-06	0.0189799	-6.6408	-4.32214	-0.481439	-2.536572900805589
12	A1-1	1.39999	3.80625e-06	0.0237891	4.57378	3.15432	0.484873	2.0382149808105394
13	A1-1	1.59999	4.62592e-06	0.028912	1.26699	-2.60945	0.18656	0.6452684006640841
14	A1-1	1.79998	5.46219e-06	0.0341387	3.39687	-2.30997	0.664421	1.9462398978285642
15	A1-1	1.99996	6.54134e-06	0.0408834	-0.14527	-0.747686	-0.0378089	-0.09247983289061086
16	A1-1	2.19995	7.41688e-06	0.0463555	-0.865037	-1.14575	-0.280801	-0.605755519841227
17	A1-1	2.39985	9.2558e-06	0.0578487	0.324562	0.817916	0.143425	0.24793124132435124
18	A1-1	2.59979	1.40635e-05	0.0878969	0.800766	0.106303	0.582461	0.662663870967008
19	A1-1	2.79981	3.14979e-05	0.196862	0.615398	0.549887	1.07968	0.5484451036766872
20	A1-1	2.99975	7.81319e-05	0.488324	0.8703	0.424485	4.058	0.8310056437938746
21	A1-1	3.19976	0.000168808	1.05505	0.985565	0.375556	10.5907	1.003810245959907
22	A1-1	3.39973	0.000322888	2.01805	0.916971	0.364862	20.0254	0.9923143628750527
23	A1-1	3.59976	0.000552903	3.45564	0.86568	0.337904	34.2776	0.9919320299568243
24	A1-1	3.79971	0.000839877	5.24923	0.827526	0.357092	52.5386	1.0008820341269102
25	A1-1	3.99966	0.0011998	7.49875	0.789488	0.362797	75.3716	1.0051221870311717
26	A1-1	4.19975	0.00161734	10.1084	0.735696	0.346524	99.4154	0.9834929365676072
27	A1-1	4.39972	0.00208812	13.0508	0.691611	0.322345	126.407	0.9685766389799859
28	A1-1	4.59972	0.00261182	16.3239	0.647211	0.332285	154.686	0.9476044327642293
29	A1-1	4.80003	0.00318126	19.8829	0.61219	0.328377	185.977	0.9353615418273995
30	A1-1	5.00004	0.00379663	23.7289	0.578913	0.327527	218.633	0.921378572120916
31	A1-1	5.20004	0.00445658	27.8536	0.547281	0.318832	252.318	0.9058721314300486
32	A1-1	5.39999	0.00515279	32.2049	0.520215	0.31434	287.971	0.8941838043279129
33	A1-1	5.59996	0.00591155	36.9472	0.492428	0.307822	324.309	0.8777634029100987
34	A1-1	5.80004	0.00672725	42.0453	0.467357	0.300153	362.783	0.8628384147574165
35	A1-1	5.99999	0.00758885	47.4303	0.444203	0.296485	402.381	0.8483627554537921
36	A1-1	6.20003	0.00852139	53.2587	0.42158	0.290213	443.113	0.8320011566185432
37	A1-1	6.40001	0.00950902	59.4314	0.401363	0.287484	485.942	0.8176519482966917
38	A1-1	6.59998	0.0105514	65.9463	0.384718	0.282453	532.998	0.8082303328617376
