	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.017887	3496.75	Working	3.8	0.980912	0.6955907235714286	3.1634894061313035	2.273910439996096	1.04907	0.868741488095238	6.40013	0.602567	2.004477109805647	0.98392	525.5	81.5	0.31610947542911466	0.5909065243446205	#00ff0f	7.59999	0.776328	2.5172685239642054	1.04056	527.5	82.5	0.31276893248629717	0.5930946519301522	#00ff12
1	A2-1	0.00116462	21.15	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	A3-1	0.00143789	3.94	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	A4-1	0.00154689	4.18	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
4	A5-1	0.00138096	123.99	Working	7.2	0.66422	0.4780016	2.0784510937892886	1.1800623293666896	0.544133	0.36637252	11.8001	0.66422	1.982314243142198	0.527758	530.0	87.5	0.33990660694699437	0.5867889173514216	#09ff03	-	-	-	-	-	-	-	-	-
5	B1-1	0.0200016	1227.06	Working	3.4	0.312026	0.23962086764705884	1.0115412060666167	0.8527859244794048	0.544232	0.41046229411764706	6.00007	0.269404	0.8818089217287264	0.461709	527.0	82.5	0.3117052961988396	0.5937173747357806	#00ff13	7.20008	0.29442	0.9654176931013507	0.421238	527.5	82.5	0.3118578176448903	0.5941253669112792	#00ff13
6	B2-1	0.0200019	1270.79	Working	3.6	0.322362	0.2824192823529412	1.03843474807582	0.8555900483085277	0.487314	0.39224011764705885	6.00003	0.288442	0.8893917266675724	0.465684	528.0	83.5	0.3185555406902119	0.5924305752388449	#00ff0d	7.19998	0.299735	0.9504062154234326	0.414694	528.0	83.0	0.3181874285104691	0.5945933131118153	#00ff0d
7	B3-1	0.0200012	1433.2	Working	3.4	0.363908	0.2770770062857143	1.1797369952457113	0.9466759798478316	0.537294	0.4342922	6.00016	0.30665	1.0155562350019918	0.531727	527.0	84.0	0.32963671886539814	0.5907822082876789	#02ff06	7.0001	0.328826	1.0877866538117211	0.488189	527.0	84.5	0.32856261472173953	0.5917504013172468	#02ff06
8	B4-1	0.0199004	1253.78	Working	3.8	0.31862	0.25430441191176467	1.035488979682651	0.849050173633598	0.46215	0.3748691558823529	6.40014	0.274322	0.9095052738289624	0.446442	530.0	86.5	0.33539327385978474	0.5848124849813419	#08ff06	7.40003	0.295025	0.9701157472585175	0.411852	530.0	86.5	0.3343153633349495	0.5888235705324845	#06ff05
9	B5-1	0.0200016	1163.96	Working	3.8	0.294323	0.24065404894736842	0.9565662850951068	0.7865703077475011	0.430629	0.3296559447368421	6.60005	0.252826	0.8200599876361361	0.390345	526.5	88.0	0.34110942085183993	0.5840435770245572	#0bff03	7.80001	0.278476	0.9033188156733563	0.363827	529.0	87.0	0.3419366239943351	0.5863891700637859	#0bff02
