	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999943	-2.71978e-06	-0.0169986	-1.7132	-8.54665	-0.0926932	0.5452990246255575
1	A1-1	-0.799965	-1.81111e-06	-0.0113194	0.874805	-2.65192	0.0252149	-0.22275827340671764
2	A1-1	-0.599946	-1.16569e-06	-0.00728556	-15.9207	-17.1211	-0.221507	3.040356540883611
3	A1-1	-0.399935	-6.30439e-07	-0.00394024	22.8505	-22.9603	0.11462	-2.908959860313077
4	A1-1	-0.199994	-2.84687e-07	-0.00177929	-127.45	-28.0619	-0.144363	8.113517189440731
5	A1-1	5.19276e-05	1.41001e-10	8.81256e-07	221112000.0	-118185.0	0.0322079	3654.772279564621
6	A1-1	0.20004	3.58223e-07	0.00223889	-188.524	-29.4283	-0.268761	-12.004207442080675
7	A1-1	0.399987	7.3227e-07	0.00457669	-51.8826	-15.5617	-0.302322	-6.6056910125003
8	A1-1	0.599984	1.23316e-06	0.00770725	-28.66	-1.96064	-0.421858	-5.47352168412858
9	A1-1	0.799998	1.94081e-06	0.0121301	19.6464	-6.3005	0.606857	5.002901872202208
10	A1-1	0.999993	2.68938e-06	0.0168086	-6.43269	-2.67402	-0.344169	-2.047576835667456
11	A1-1	1.2	3.78667e-06	0.0236667	-1.66987	-2.18673	-0.150957	-0.6378455804991825
12	A1-1	1.4	5.12766e-06	0.0320479	-5.25412	-5.93322	-0.750373	-2.3414108256703248
13	A1-1	1.6	6.84268e-06	0.0427667	-1.2797	-2.40258	-0.27873	-0.6517454000425564
14	A1-1	1.79999	8.83836e-06	0.0552397	0.0859589	-0.34252	0.0272059	0.04925062952912489
15	A1-1	1.99997	1.14472e-05	0.071545	0.614201	-1.49929	0.279746	0.3910070584946537
16	A1-1	2.20001	1.39185e-05	0.0869906	0.72898	0.546665	0.444082	0.5104942373083988
17	A1-1	2.40001	0.000781321	4.88326	-0.0175258	0.00772753	-0.65381	-0.01338880174309785
18	A1-1	2.60019	0.000877964	5.48727	-0.0127249	-0.016374	-0.577916	-0.010531940290891464
19	A1-1	2.80002	0.00013267	0.829187	0.00446423	-0.169861	0.0329922	0.0039788612218956635
20	A1-1	2.99997	0.000145632	0.9102	0.0534462	-0.0400553	0.464537	0.051036805097780705
21	A1-1	3.19995	0.000529322	3.30826	0.0273918	-0.0184479	0.923027	0.02790067890673647
22	A1-1	3.4001	0.000205599	1.28499	0.0967812	-0.026479	1.34597	0.10474556222227412
23	A1-1	3.60005	0.000686544	4.2909	0.0370495	-0.0424587	1.82175	0.04245612808501713
24	A1-1	3.79994	0.000601905	3.76191	0.0852022	0.00610459	3.87691	0.10305695776879298
25	A1-1	3.99987	0.000834397	5.21498	0.0880573	0.0433901	5.84674	0.112114332173853
26	A1-1	4.19992	0.000857948	5.36217	0.113263	0.0381857	8.11933	0.1514187353254373
27	A1-1	4.39987	0.000210027	1.31267	0.62551	0.33283	11.4995	0.876038913055071
28	A1-1	4.59984	0.000226741	1.41713	0.757628	0.282873	15.7202	1.1092983706505402
29	A1-1	4.80021	0.000284262	1.77664	0.762615	0.281474	20.7021	1.1652388778818445
30	A1-1	5.00014	0.00034522	2.15762	0.755191	0.327699	25.9337	1.2019586396121653
31	A1-1	5.20014	0.000415713	2.59821	0.756635	0.358511	32.5406	1.2524237840667227
32	A1-1	5.40011	0.000470838	2.94274	0.807894	0.433757	40.8657	1.388695569435288
33	A1-1	5.60009	0.000517541	3.23463	0.874787	0.461338	50.4397	1.5593653679091581
34	A1-1	5.80017	0.000587499	3.67187	0.914487	0.494809	61.9949	1.6883740437433787
35	A1-1	6.00016	0.000668707	4.17942	0.933664	0.528158	74.528	1.7832139387761938
36	A1-1	6.20013	0.000766197	4.78873	0.957875	0.579219	90.5274	1.8904260628600902
37	A1-1	6.40013	0.000865559	5.40974	0.98392	0.602567	108.437	2.004477109805647
38	A1-1	6.60006	0.000981269	6.13293	0.998307	0.656137	128.626	2.0973009638133813
39	A1-1	6.80001	0.00109249	6.82806	1.03964	0.676139	153.652	2.250302428508244
40	A1-1	7.00001	0.00124929	7.80806	1.02437	0.694543	178.216	2.2824619687861007
41	A1-1	7.2	0.00139116	8.69475	1.04131	0.735091	207.501	2.386509100319158
42	A1-1	7.40001	0.00156373	9.77331	1.04907	0.762779	241.507	2.4710870728545395
43	A1-1	7.59999	0.00176831	11.0519	1.04056	0.776328	278.206	2.5172685239642054
44	A1-1	7.79998	0.00198748	12.4217	1.03909	0.79888	320.465	2.5798803706416993
45	A1-1	7.99994	0.00223666	13.9791	1.02854	0.802045	366.131	2.6191314176162983
46	A1-1	8.19989	0.0025038	15.6487	1.01907	0.81576	416.236	2.6598759002345242
