	Timestamp	Filtered Rate: Al	Source Power: Al	Thickness: Al	State: Al	Fundamental  Frequency: Al	Current Z-Ratio: Al
0	13:46:14	0.002	0.000	0.000	Ready	5933588.105	6.540
1	13:46:15	0.002	0.000	0.000	Ready	5933588.105	6.540
2	13:46:16	0.001	0.000	0.000	Ready	5933588.102	6.540
3	13:46:17	0.001	0.120	0.000	PreCon Rise	5933588.098	6.540
4	13:46:18	0.000	0.253	0.000	PreCon Rise	5933588.102	6.540
5	13:46:19	0.000	0.387	0.000	PreCon Rise	5933588.102	6.540
6	13:46:20	0.003	0.520	0.000	PreCon Rise	5933588.074	6.540
7	13:46:21	0.002	0.653	0.000	PreCon Rise	5933588.077	6.540
8	13:46:22	0.002	0.787	0.000	PreCon Rise	5933588.081	6.540
9	13:46:23	0.002	0.920	0.000	PreCon Rise	5933588.081	6.540
10	13:46:24	-0.000	1.053	0.000	PreCon Rise	5933588.077	6.540
11	13:46:25	-0.001	1.187	0.000	PreCon Rise	5933588.084	6.540
12	13:46:26	0.000	1.320	0.000	PreCon Rise	5933588.081	6.540
13	13:46:27	-0.000	1.453	0.000	PreCon Rise	5933588.084	6.540
14	13:46:28	-0.000	1.587	0.000	PreCon Rise	5933588.081	6.540
15	13:46:29	0.001	1.720	0.000	PreCon Rise	5933588.077	6.540
16	13:46:30	0.000	1.853	0.000	PreCon Rise	5933588.081	6.540
17	13:46:31	0.000	1.987	0.000	PreCon Rise	5933588.081	6.540
18	13:46:32	0.000	2.120	0.000	PreCon Rise	5933588.077	6.540
19	13:46:33	-0.000	2.253	0.000	PreCon Rise	5933588.081	6.540
20	13:46:34	-0.000	2.387	0.000	PreCon Rise	5933588.084	6.540
21	13:46:35	-0.001	2.520	0.000	PreCon Rise	5933588.088	6.540
22	13:46:36	-0.001	2.653	0.000	PreCon Rise	5933588.084	6.540
23	13:46:37	-0.000	2.787	0.000	PreCon Rise	5933588.084	6.540
24	13:46:38	0.000	2.920	0.000	PreCon Rise	5933588.084	6.540
25	13:46:39	0.000	3.053	0.000	PreCon Rise	5933588.088	6.540
26	13:46:40	-0.001	3.187	0.000	PreCon Rise	5933588.091	6.540
27	13:46:41	0.000	3.320	0.000	PreCon Rise	5933588.081	6.540
28	13:46:42	0.000	3.453	0.000	PreCon Rise	5933588.081	6.540
29	13:46:43	0.000	3.587	0.000	PreCon Rise	5933588.088	6.540
