	Timestamp	Filtered Rate: TAPC	Source Power: TAPC	Thickness: TAPC	State: TAPC	Fundamental  Frequency: TAPC	Current Z-Ratio: TAPC
0	15:43:56	0.000	0.000	-0.000	Ready	5938789.642	1.612
1	15:43:57	-0.010	0.000	-0.000	Ready	5938789.645	1.612
2	15:43:58	0.000	0.000	-0.000	Ready	5938789.642	1.612
3	15:43:59	0.000	0.150	-0.000	PreCon Rise	5938789.645	1.612
4	15:44:00	0.000	0.700	-0.000	PreCon Rise	5938789.645	1.612
5	15:44:01	0.000	1.150	-0.000	PreCon Rise	5938789.645	1.612
6	15:44:02	0.000	1.650	-0.000	PreCon Rise	5938789.645	1.612
7	15:44:03	0.000	2.150	-0.000	PreCon Rise	5938789.645	1.612
8	15:44:04	0.000	2.650	-0.000	PreCon Rise	5938789.649	1.612
9	15:44:05	0.000	3.150	-0.000	PreCon Rise	5938789.645	1.612
10	15:44:06	0.000	3.650	-0.000	PreCon Rise	5938789.649	1.612
11	15:44:07	0.000	4.150	-0.000	PreCon Rise	5938789.649	1.612
12	15:44:08	0.000	4.650	-0.000	PreCon Rise	5938789.649	1.612
13	15:44:09	0.000	5.150	-0.000	PreCon Rise	5938789.645	1.612
14	15:44:10	0.000	5.650	-0.000	PreCon Rise	5938789.645	1.612
15	15:44:11	0.000	6.150	-0.000	PreCon Rise	5938789.649	1.612
16	15:44:12	0.010	6.650	-0.000	PreCon Rise	5938789.645	1.612
17	15:44:13	0.000	7.150	-0.000	PreCon Rise	5938789.649	1.612
18	15:44:14	0.000	7.650	-0.000	PreCon Rise	5938789.649	1.612
19	15:44:15	0.000	8.150	-0.000	PreCon Rise	5938789.652	1.612
20	15:44:16	0.000	8.650	-0.000	PreCon Rise	5938789.652	1.612
21	15:44:17	0.000	9.150	-0.000	PreCon Rise	5938789.652	1.612
22	15:44:18	0.000	9.650	-0.000	PreCon Rise	5938789.652	1.612
23	15:44:19	0.000	10.150	-0.000	PreCon Rise	5938789.652	1.612
24	15:44:20	0.010	10.650	-0.000	PreCon Rise	5938789.652	1.612
25	15:44:21	-0.010	11.150	-0.000	PreCon Rise	5938789.656	1.612
26	15:44:22	0.000	11.650	-0.000	PreCon Rise	5938789.656	1.612
27	15:44:23	0.000	12.150	-0.000	PreCon Rise	5938789.656	1.612
28	15:44:24	0.000	12.650	-0.000	PreCon Rise	5938789.659	1.612
29	15:44:25	0.000	13.150	-0.000	PreCon Rise	5938789.659	1.612
30	15:44:26	0.000	13.650	-0.000	PreCon Rise	5938789.659	1.612
31	15:44:27	0.010	14.150	-0.000	PreCon Rise	5938789.659	1.612
32	15:44:28	0.010	14.650	-0.000	PreCon Rise	5938789.659	1.612
33	15:44:29	0.000	15.150	-0.000	PreCon Rise	5938789.663	1.612
34	15:44:30	0.000	15.650	-0.000	PreCon Rise	5938789.666	1.612
35	15:44:31	0.000	16.150	-0.000	PreCon Rise	5938789.666	1.612
36	15:44:32	0.000	16.700	-0.000	PreCon Rise	5938789.666	1.612
37	15:44:33	0.010	17.150	-0.000	PreCon Rise	5938789.666	1.612
38	15:44:34	0.000	17.650	-0.000	PreCon Rise	5938789.670	1.612
39	15:44:35	0.000	18.150	-0.000	PreCon Rise	5938789.670	1.612
40	15:44:36	-0.010	18.650	-0.000	PreCon Rise	5938789.673	1.612
41	15:44:37	0.000	19.150	-0.000	PreCon Rise	5938789.673	1.612
42	15:44:38	0.000	19.650	-0.000	PreCon Rise	5938789.673	1.612
43	15:44:39	0.000	20.150	-0.000	PreCon Rise	5938789.677	1.612
44	15:44:40	0.000	20.650	-0.000	PreCon Rise	5938789.677	1.612
45	15:44:41	0.000	21.150	-0.000	PreCon Rise	5938789.677	1.612
46	15:44:42	-0.010	21.650	-0.000	PreCon Rise	5938789.680	1.612
47	15:44:43	0.000	22.150	-0.000	PreCon Rise	5938789.677	1.612
48	15:44:44	0.000	22.650	-0.000	PreCon Rise	5938789.680	1.612
49	15:44:45	0.000	23.150	-0.000	PreCon Rise	5938789.680	1.612
50	15:44:46	-0.010	23.650	-0.000	PreCon Rise	5938789.684	1.612
51	15:44:47	0.010	24.150	-0.000	PreCon Rise	5938789.680	1.612
52	15:44:48	0.000	24.650	-0.000	PreCon Rise	5938789.684	1.612
53	15:44:49	0.000	25.150	-0.000	PreCon Rise	5938789.687	1.612
54	15:44:50	0.000	25.650	-0.000	PreCon Rise	5938789.687	1.612
55	15:44:51	0.000	26.150	-0.000	PreCon Rise	5938789.691	1.612
56	15:44:52	0.000	26.650	-0.000	PreCon Rise	5938789.694	1.612
57	15:44:53	0.000	27.150	-0.000	PreCon Rise	5938789.694	1.612
58	15:44:54	-0.010	27.650	-0.000	PreCon Rise	5938789.698	1.612
59	15:44:55	0.000	28.150	-0.000	PreCon Rise	5938789.698	1.612
60	15:44:56	0.000	28.650	-0.000	PreCon Rise	5938789.701	1.612
61	15:44:57	-0.010	29.150	-0.000	PreCon Rise	5938789.705	1.612
62	15:44:58	0.000	29.650	-0.000	PreCon Rise	5938789.705	1.612
63	15:44:59	-0.010	30.000	-0.000	PreCon Soak	5938789.708	1.612
64	15:45:00	0.000	30.000	-0.000	PreCon Soak	5938789.712	1.612
65	15:45:01	0.000	30.000	-0.000	PreCon Soak	5938789.712	1.612
66	15:45:02	0.000	30.000	-0.000	PreCon Soak	5938789.715	1.612
67	15:45:03	0.000	30.000	-0.000	PreCon Soak	5938789.719	1.612
