Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99971E-1	-3.00792E-6	-1.87995E-2	1.46081E+0	-1.09025E+0	8.74133E-2
-7.99992E-1	-1.72528E-6	-1.07830E-2	-1.41754E+1	-2.57941E+0	-3.89235E-1
-5.99967E-1	-8.64865E-7	-5.40541E-3	5.42736E+1	8.62514E+0	5.60266E-1
-3.99956E-1	-3.65836E-7	-2.28647E-3	2.03962E+2	2.10792E+1	5.93714E-1
-2.00009E-1	-1.01092E-7	-6.31825E-4	1.00265E+3	-9.86486E+1	4.03315E-1
4.41790E-5	3.89028E-10	2.43142E-6	4.08444E+8	-2.96582E+3	1.39656E-1
2.00043E-1	9.82841E-8	6.14276E-4	-5.74041E+2	1.40354E+2	-2.24533E-1
3.99978E-1	3.10892E-7	1.94308E-3	-2.39970E+2	-1.43315E+1	-5.93654E-1
5.99972E-1	7.77284E-7	4.85803E-3	-7.79515E+0	-1.60740E+1	-7.23212E-2
7.99990E-1	1.75921E-6	1.09951E-2	-4.87476E+0	-1.03229E+1	-1.36485E-1
9.99995E-1	3.12807E-6	1.95504E-2	2.75385E+0	1.23002E+0	1.71374E-1
1.20001E+0	5.03983E-6	3.14989E-2	1.40856E-1	-1.18720E+0	1.69475E-2
1.40001E+0	8.04879E-6	5.03049E-2	-7.27445E-1	2.35722E-1	-1.63077E-1
1.60002E+0	1.13871E-5	7.11694E-2	3.68945E-1	-2.05761E+0	1.33730E-1
1.80000E+0	1.58288E-5	9.89300E-2	3.28362E-1	-7.46306E-1	1.86124E-1
1.99998E+0	2.15336E-5	1.34585E-1	-1.13248E-1	-9.56901E-1	-9.70294E-2
2.20013E+0	2.86046E-5	1.78779E-1	1.90632E-1	-3.18856E-1	2.38676E-1
2.40007E+0	3.76302E-5	2.35189E-1	-2.46063E-1	-2.00167E-1	-4.42116E-1
2.60002E+0	4.90461E-5	3.06538E-1	8.85507E-2	3.20511E-2	2.24648E-1
2.79997E+0	6.42648E-5	4.01655E-1	1.52587E-1	-1.26631E-1	5.46227E-1
2.99991E+0	8.41351E-5	5.25844E-1	8.05992E-2	-4.90955E-2	4.04712E-1
3.19995E+0	1.10444E-4	6.90275E-1	1.45033E-1	-1.00391E-1	1.01972E+0
3.39990E+0	1.44086E-4	9.00537E-1	1.11573E-1	-9.40496E-3	1.08737E+0
3.59988E+0	1.89446E-4	1.18404E+0	9.25277E-2	5.71084E-2	1.25538E+0
3.79993E+0	2.53627E-4	1.58517E+0	1.15470E-1	-6.88869E-3	2.21397E+0
3.99987E+0	3.28036E-4	2.05023E+0	1.22739E-1	5.97202E-2	3.20392E+0
4.19984E+0	4.16098E-4	2.60061E+0	1.54255E-1	5.57118E-2	5.36289E+0
4.39983E+0	5.35630E-4	3.34769E+0	1.45386E-1	5.04276E-2	6.81637E+0
4.59979E+0	6.75681E-4	4.22301E+0	1.48323E-1	1.06517E-1	9.17106E+0
4.80014E+0	8.31936E-4	5.19960E+0	1.48292E-1	8.54570E-2	1.17813E+1
5.00012E+0	1.01884E-3	6.36775E+0	1.54878E-1	6.36003E-2	1.56966E+1
5.20019E+0	1.26195E-3	7.88719E+0	1.48037E-1	7.85293E-2	1.93269E+1
5.40015E+0	1.55236E-3	9.70225E+0	1.46407E-1	9.31558E-2	2.44168E+1
5.60016E+0	1.89528E-3	1.18455E+1	1.37548E-1	9.68257E-2	2.90442E+1
5.80020E+0	2.27289E-3	1.42056E+1	1.37614E-1	9.40909E-2	3.60923E+1
6.00019E+0	2.70515E-3	1.69072E+1	1.32956E-1	1.02833E-1	4.29334E+1
6.20022E+0	3.19894E-3	1.99934E+1	1.29789E-1	1.07326E-1	5.12132E+1
6.40019E+0	3.75608E-3	2.34755E+1	1.28702E-1	1.13700E-1	6.15522E+1
6.60014E+0	4.40923E-3	2.75577E+1	1.23097E-1	1.07805E-1	7.12678E+1
6.80013E+0	5.09916E-3	3.18698E+1	1.18249E-1	1.11307E-1	8.15722E+1
7.00006E+0	5.89331E-3	3.68332E+1	1.14987E-1	1.08830E-1	9.43713E+1
7.20003E+0	6.77043E-3	4.23152E+1	1.09764E-1	1.12915E-1	1.06449E+2
7.40000E+0	7.71996E-3	4.82497E+1	1.04293E-1	1.13191E-1	1.18531E+2
7.59999E+0	8.76107E-3	5.47567E+1	1.00230E-1	1.09858E-1	1.32770E+2
7.79999E+0	9.90551E-3	6.19094E+1	9.54655E-2	1.10557E-1	1.46740E+2
7.99997E+0	1.11110E-2	6.94437E+1	9.15574E-2	1.09453E-1	1.61907E+2
8.19994E+0	1.25113E-2	7.81956E+1	8.65520E-2	1.08975E-1	1.76653E+2
8.40000E+0	1.39340E-2	8.70875E+1	8.23265E-2	1.07169E-1	1.91701E+2
8.59989E+0	1.54649E-2	9.66556E+1	7.86542E-2	1.04442E-1	2.08110E+2
8.79987E+0	1.70256E-2	1.06410E+2	7.54782E-2	1.04715E-1	2.24973E+2
8.99986E+0	1.86434E-2	1.16521E+2	7.31411E-2	1.04669E-1	2.44148E+2
9.16908E+0	2.00006E-2	1.25004E+2	7.16931E-2	1.04236E-1	2.61563E+2
