Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99958E-1	-6.57933E-5	-4.11208E-1	4.78801E-1	-2.56480E-1	6.26683E-1
-7.99980E-1	-4.57986E-5	-2.86241E-1	1.22105E+0	-2.86604E-1	8.90012E-1
-5.99961E-1	-3.05788E-5	-1.91117E-1	8.29269E-1	1.01689E-1	3.02670E-1
-3.99954E-1	-1.84000E-5	-1.15000E-1	1.23580E+0	-5.54285E-2	1.80929E-1
-2.00003E-1	-8.48950E-6	-5.30594E-2	2.75850E+1	2.14412E+0	9.31799E-1
5.81265E-5	5.97370E-10	3.73356E-6	9.83808E+8	-2.67311E+4	6.79608E-1
2.00046E-1	8.11950E-6	5.07469E-2	1.78531E+1	-1.25204E+0	5.76902E-1
3.99977E-1	1.71562E-5	1.07226E-1	8.49612E+0	-7.95730E-1	1.15986E+0
5.99984E-1	2.78016E-5	1.73760E-1	1.96606E+0	-3.75156E-1	6.52432E-1
7.99997E-1	4.05521E-5	2.53451E-1	-3.82118E-1	-1.67364E-1	-2.46621E-1
9.99996E-1	5.71421E-5	3.57138E-1	-1.20654E-1	-6.38308E-1	-1.37159E-1
1.20000E+0	7.73868E-5	4.83667E-1	1.45677E-1	-8.44027E-2	2.69134E-1
1.40001E+0	1.01735E-4	6.35844E-1	1.95024E-1	-1.40145E-1	5.52610E-1
1.60001E+0	1.29319E-4	8.08244E-1	1.35652E-1	-1.89553E-1	5.58394E-1
1.79999E+0	1.56641E-4	9.79006E-1	5.34732E-2	-2.14992E-1	2.99945E-1
1.99998E+0	1.84753E-4	1.15471E+0	8.26443E-2	7.21533E-2	6.07519E-1
2.20013E+0	2.15763E-4	1.34852E+0	7.13005E-2	1.28497E-2	6.73361E-1
2.40008E+0	2.46954E-4	1.54346E+0	1.03235E-1	-6.11431E-2	1.21730E+0
2.60005E+0	2.82843E-4	1.76777E+0	5.11930E-2	-1.34456E-2	7.48976E-1
2.80001E+0	3.16661E-4	1.97913E+0	2.95318E-2	2.33110E-2	5.20923E-1
3.00002E+0	3.54072E-4	2.21295E+0	6.20269E-2	-5.66184E-3	1.31077E+0
3.20008E+0	4.02085E-4	2.51303E+0	6.23767E-2	3.74635E-2	1.59673E+0
3.39998E+0	4.60964E-4	2.88103E+0	5.90926E-2	2.51032E-2	1.84249E+0
3.59999E+0	5.61013E-4	3.50633E+0	6.49893E-2	-1.02144E-2	2.61124E+0
3.79998E+0	6.80343E-4	4.25214E+0	6.99123E-2	7.22982E-3	3.59578E+0
3.99994E+0	7.88770E-4	4.92981E+0	7.48959E-2	2.23833E-2	4.70102E+0
4.19990E+0	9.34978E-4	5.84361E+0	8.52649E-2	4.12398E-2	6.66102E+0
4.39987E+0	1.07018E-3	6.68862E+0	9.70476E-2	4.73020E-2	9.09100E+0
4.59985E+0	1.22175E-3	7.63594E+0	1.09116E-1	6.97030E-2	1.21996E+1
4.80021E+0	1.41351E-3	8.83444E+0	1.12636E-1	5.30801E-2	1.52043E+1
5.00018E+0	1.63352E-3	1.02095E+1	1.18509E-1	6.23331E-2	1.92571E+1
5.20019E+0	1.79003E-3	1.11877E+1	1.30174E-1	8.93128E-2	2.41066E+1
5.40013E+0	2.12276E-3	1.32673E+1	1.30823E-1	8.45117E-2	2.98345E+1
5.60013E+0	2.49339E-3	1.55837E+1	1.32273E-1	9.65109E-2	3.67444E+1
5.80016E+0	2.82523E-3	1.76577E+1	1.35424E-1	1.05951E-1	4.41487E+1
6.00014E+0	3.27778E-3	2.04861E+1	1.37477E-1	1.10502E-1	5.37902E+1
6.20016E+0	3.77337E-3	2.35836E+1	1.36554E-1	1.17933E-1	6.35577E+1
6.40019E+0	4.31677E-3	2.69798E+1	1.37253E-1	1.25841E-1	7.54405E+1
6.60015E+0	4.97759E-3	3.11099E+1	1.32329E-1	1.24292E-1	8.64883E+1
6.80010E+0	5.53421E-3	3.45888E+1	1.33951E-1	1.36726E-1	1.00288E+2
7.00003E+0	6.22758E-3	3.89224E+1	1.30690E-1	1.35809E-1	1.13342E+2
7.20002E+0	6.95811E-3	4.34882E+1	1.28908E-1	1.41925E-1	1.28480E+2
7.40003E+0	7.72673E-3	4.82921E+1	1.25803E-1	1.44450E-1	1.43104E+2
7.60000E+0	8.56445E-3	5.35278E+1	1.23255E-1	1.48129E-1	1.59605E+2
7.79999E+0	9.35579E-3	5.84737E+1	1.21246E-1	1.51072E-1	1.76024E+2
7.99999E+0	1.02753E-2	6.42206E+1	1.18800E-1	1.54399E-1	1.94281E+2
8.19994E+0	1.12229E-2	7.01431E+1	1.15823E-1	1.55196E-1	2.12052E+2
8.40001E+0	1.21262E-2	7.57888E+1	1.14069E-1	1.57528E-1	2.31155E+2
8.59992E+0	1.31608E-2	8.22550E+1	1.11592E-1	1.60344E-1	2.51270E+2
8.79992E+0	1.41921E-2	8.87006E+1	1.08969E-1	1.60651E-1	2.70744E+2
8.99990E+0	1.53507E-2	9.59419E+1	1.06684E-1	1.63198E-1	2.93220E+2
9.19984E+0	1.65280E-2	1.03300E+2	1.03576E-1	1.64166E-1	3.13320E+2
9.39987E+0	1.77789E-2	1.11118E+2	1.01371E-1	1.65304E-1	3.37031E+2
9.60021E+0	1.90371E-2	1.18982E+2	9.89088E-2	1.65939E-1	3.59622E+2
9.73977E+0	2.00006E-2	1.25004E+2	9.73115E-2	1.65661E-1	3.77126E+2
