Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99965E-1	-4.37458E-7	-2.73411E-3	-6.11195E+1	-7.91830E-1	-5.31902E-1
-7.99990E-1	-2.40830E-7	-1.50519E-3	4.39553E+0	-7.09248E+0	1.68475E-2
-5.99966E-1	-1.24304E-7	-7.76900E-4	-1.38288E+2	-9.40993E+1	-2.05176E-1
-3.99956E-1	-5.47733E-8	-3.42333E-4	-2.03884E+2	-3.75115E+2	-8.88576E-2
-1.99985E-1	7.78822E-9	4.86764E-5	3.91597E+3	9.55138E+1	1.21340E-1
6.04391E-5	2.70052E-8	1.68783E-4	4.86546E+6	-3.84465E+1	1.57986E-1
2.00054E-1	4.60406E-8	2.87754E-4	-1.72557E+3	-1.81552E+2	-3.16191E-1
4.00003E-1	8.38421E-8	5.24013E-4	-3.67475E+2	8.51924E+1	-2.45179E-1
5.99973E-1	1.13765E-7	7.11031E-4	-3.99257E+2	8.09033E+1	-5.42154E-1
7.99989E-1	2.03260E-7	1.27038E-3	-1.94964E+2	-1.87840E+1	-6.30696E-1
9.99989E-1	3.37467E-7	2.10917E-3	-3.64482E+1	7.43204E+1	-2.44699E-1
1.20000E+0	5.45350E-7	3.40844E-3	3.89468E+0	-3.23297E+1	5.07058E-2
1.40001E+0	8.31513E-7	5.19696E-3	-2.55888E+1	2.58768E+1	-5.92625E-1
1.60000E+0	1.23802E-6	7.73763E-3	-1.26676E+1	-1.23189E+0	-4.99198E-1
1.79998E+0	1.82176E-6	1.13860E-2	-4.31204E+0	-4.52915E+0	-2.81301E-1
1.99997E+0	2.64740E-6	1.65462E-2	-6.85558E+0	6.77242E-1	-7.22133E-1
2.20003E+0	4.13780E-6	2.58612E-2	-2.72853E+0	-1.51913E+0	-4.94147E-1
2.39997E+0	4.98223E-6	3.11389E-2	-1.50756E+0	-5.44031E+0	-3.58620E-1
2.59996E+0	7.79456E-6	4.87160E-2	-5.58256E-1	8.89722E-1	-2.25072E-1
2.79994E+0	2.48542E-4	1.55339E+0	2.40470E-2	-4.21740E-2	3.32920E-1
2.99996E+0	1.98472E-4	1.24045E+0	9.45058E-2	-2.87229E-2	1.11945E+0
3.19998E+0	2.04287E-4	1.27679E+0	2.81372E-1	1.09082E-1	3.65930E+0
3.39993E+0	2.41731E-4	1.51082E+0	4.13755E-1	9.00998E-2	6.76513E+0
3.59992E+0	2.27070E-4	1.41919E+0	7.42434E-1	2.64902E-1	1.20737E+1
3.79993E+0	3.10080E-4	1.93800E+0	8.21468E-1	3.37461E-1	1.92562E+1
3.99992E+0	3.79201E-4	2.37001E+0	9.96280E-1	4.62096E-1	3.00630E+1
4.19988E+0	2.94625E-4	1.84141E+0	1.79829E+0	7.46022E-1	4.42687E+1
4.39988E+0	4.75991E-4	2.97494E+0	1.50494E+0	6.87126E-1	6.27030E+1
4.59978E+0	5.96882E-4	3.73051E+0	1.54046E+0	7.38377E-1	8.41404E+1
4.80015E+0	8.15842E-4	5.09901E+0	1.41984E+0	7.15843E-1	1.10619E+2
5.00012E+0	1.03092E-3	6.44325E+0	1.40738E+0	7.38592E-1	1.44327E+2
5.20013E+0	1.25340E-3	7.83375E+0	1.37342E+0	7.59022E-1	1.78089E+2
5.40012E+0	1.57270E-3	9.82938E+0	1.28155E+0	7.31963E-1	2.16528E+2
5.60006E+0	1.91108E-3	1.19442E+1	1.21073E+0	7.16061E-1	2.57780E+2
5.80014E+0	2.28499E-3	1.42812E+1	1.14350E+0	7.08203E-1	3.01500E+2
6.00008E+0	2.70006E-3	1.68754E+1	1.08059E+0	6.82398E-1	3.48275E+2
6.20009E+0	3.13948E-3	1.96217E+1	1.02124E+0	6.74333E-1	3.95471E+2
6.40006E+0	3.62184E-3	2.26365E+1	9.70452E-1	6.59937E-1	4.47525E+2
6.60005E+0	4.13675E-3	2.58547E+1	9.17061E-1	6.43725E-1	4.98121E+2
6.80001E+0	4.70391E-3	2.93994E+1	8.72718E-1	6.34767E-1	5.55357E+2
6.99999E+0	5.31548E-3	3.32218E+1	8.23430E-1	6.20695E-1	6.09532E+2
7.19995E+0	5.97722E-3	3.73576E+1	7.81056E-1	6.04268E-1	6.68715E+2
7.39997E+0	6.68815E-3	4.18009E+1	7.40806E-1	5.83054E-1	7.29408E+2
7.59994E+0	7.44752E-3	4.65470E+1	7.04451E-1	5.73206E-1	7.93236E+2
7.79993E+0	8.26163E-3	5.16352E+1	6.69910E-1	5.61610E-1	8.58822E+2
7.99988E+0	9.12461E-3	5.70288E+1	6.37263E-1	5.45087E-1	9.25437E+2
8.19985E+0	1.00492E-2	6.28075E+1	6.08769E-1	5.36668E-1	9.97976E+2
8.39991E+0	1.10264E-2	6.89150E+1	5.77776E-1	5.21880E-1	1.06463E+3
8.59994E+0	1.20490E-2	7.53063E+1	5.51526E-1	5.09997E-1	1.13695E+3
8.79995E+0	1.31253E-2	8.20331E+1	5.26948E-1	5.00120E-1	1.21084E+3
8.99995E+0	1.42638E-2	8.91487E+1	5.03296E-1	4.90629E-1	1.28537E+3
9.19987E+0	1.54649E-2	9.66556E+1	4.80446E-1	4.78165E-1	1.35989E+3
9.39988E+0	1.67236E-2	1.04523E+2	4.58888E-1	4.68443E-1	1.43512E+3
9.60015E+0	1.80441E-2	1.12776E+2	4.38200E-1	4.56860E-1	1.51014E+3
9.80017E+0	1.94397E-2	1.21498E+2	4.18978E-1	4.45608E-1	1.58798E+3
9.85512E+0	2.00008E-2	1.25005E+2	4.07842E-1	4.37517E-1	1.59931E+3
