	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999964	-2.14671e-05	-0.134169	-0.541554	-0.69353	-0.231276	0.1723766294747669
1	A1-1	-0.799981	-1.26559e-05	-0.0790994	-1.24133	0.0427764	-0.250028	0.31609342169472837
2	A1-1	-0.59996	-6.97369e-06	-0.0435856	-3.6004	0.118231	-0.299686	0.687580301751037
3	A1-1	-0.399951	-3.30885e-06	-0.0206803	-18.6815	6.98229	-0.491842	2.378311726619053
4	A1-1	-0.199997	-1.16432e-06	-0.007277	-211.983	-2.21091	-0.982035	13.495052906417481
5	A1-1	6.96182e-05	3.00348e-10	1.87718e-06	-597669000.0	-28021.8	-0.248621	-13244.38785838332
6	A1-1	0.20006	1.04263e-06	0.00651644	-88.9337	-34.9256	-0.369051	-5.663383688025978
7	A1-1	0.400002	2.89022e-06	0.0180639	23.888	2.54428	0.549419	3.04153034505284
8	A1-1	0.599996	6.02056e-06	0.0376285	-5.86602	1.89246	-0.42156	-1.1203210332593645
9	A1-1	0.800018	1.0967e-05	0.0685438	0.379134	1.62306	0.0661775	0.09654775486623152
10	A1-1	1.00001	1.76985e-05	0.110616	1.80449	-0.351239	0.635368	0.5743906848918783
11	A1-1	1.20001	2.68921e-05	0.168076	-0.354089	0.175209	-0.227328	-0.13525309978819106
12	A1-1	1.40002	3.79715e-05	0.237322	0.121213	0.0748421	0.128195	0.054017326670093804
13	A1-1	1.60002	5.24117e-05	0.327573	-0.0898133	-0.014211	-0.149839	-0.045742170447503304
14	A1-1	1.8	6.94326e-05	0.433954	0.0333758	-0.0503958	0.0829846	0.01912290242744623
15	A1-1	1.99999	8.99198e-05	0.561999	0.0891274	-0.0562083	0.318878	0.056739958612026
16	A1-1	2.20021	0.000116893	0.730581	-0.0252449	0.0657737	-0.129168	-0.017680175093521457
17	A1-1	2.40023	0.000144258	0.901612	-0.0903393	-0.037448	-0.622299	-0.06902070957351944
18	A1-1	2.60024	0.000178358	1.11474	-0.03521	-0.0119356	-0.324864	-0.029142580332633616
19	A1-1	2.8002	0.000215757	1.34848	-0.0386488	-0.00469616	-0.464537	-0.03444893509729473
20	A1-1	3.00013	0.000336737	2.10461	0.0123241	0.0158805	0.247694	0.011769116368353282
21	A1-1	3.20014	0.000395967	2.47479	0.0119145	-0.0582687	0.300355	0.012136585326431738
22	A1-1	3.40008	0.000504944	3.1559	0.0283101	-0.00564772	0.966949	0.030639405557844036
23	A1-1	3.60005	0.000601652	3.76033	0.0477606	0.00479979	2.05804	0.05473030292554111
24	A1-1	3.80008	0.000720203	4.50127	0.0449369	0.0225587	2.4467	0.054355770704712224
25	A1-1	4.00004	0.000847631	5.29769	0.0560771	0.00934203	3.78257	0.07140036506477351
26	A1-1	4.20006	0.000907007	5.66879	0.0837412	0.0498366	6.34651	0.1119552849902713
27	A1-1	4.39998	0.000998613	6.24133	0.0909563	0.041926	7.9508	0.12738951473484017
28	A1-1	4.6	0.00117422	7.33887	0.110027	0.0508496	11.8232	0.1611038211604784
29	A1-1	4.80033	0.0013788	8.6175	0.124337	0.0588318	16.372	0.18998549463301423
30	A1-1	5.00028	0.00162677	10.1673	0.126788	0.0905082	20.5177	0.20180087142112463
31	A1-1	5.20029	0.00192439	12.0274	0.133214	0.0822638	26.5216	0.22050983587475265
32	A1-1	5.40023	0.00227823	14.2389	0.134419	0.0994879	32.9005	0.2310606858675881
33	A1-1	5.60025	0.0027228	17.0175	0.134345	0.10113	40.7543	0.2394846481563097
34	A1-1	5.8003	0.00321042	20.0651	0.131412	0.108877	48.683	0.24262525479564018
35	A1-1	6.00024	0.00374439	23.4024	0.131333	0.116647	58.702	0.2508375209380235
36	A1-1	6.20024	0.00431321	26.9576	0.130659	0.117525	69.5153	0.25786902394871947
37	A1-1	6.40024	0.00489241	30.5776	0.132045	0.129164	82.2565	0.2690090131337973
38	A1-1	6.60018	0.00555016	34.6885	0.12908	0.132863	94.0697	0.2711841100076394
39	A1-1	6.80016	0.00621873	38.8671	0.12732	0.137337	107.114	0.27559040936936385
40	A1-1	7.00007	0.00696349	43.5218	0.124595	0.14046	120.826	0.2776217895399547
41	A1-1	7.20011	0.00775694	48.4809	0.122414	0.145103	136.016	0.2805558477668525
42	A1-1	7.40014	0.00862313	53.8946	0.119121	0.145605	151.225	0.2805939741643875
43	A1-1	7.60011	0.00953852	59.6157	0.116843	0.146715	168.514	0.28266714976088514
