Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99954E-1	-1.67808E-6	-1.04880E-2	5.34004E+0	4.46088E+0	1.78265E-1
-7.99967E-1	-9.02742E-7	-5.64214E-3	-1.27033E+1	-4.72820E+0	-1.82509E-1
-5.99944E-1	-4.28326E-7	-2.67704E-3	-6.79464E+1	-2.14412E+1	-3.47361E-1
-3.99931E-1	-1.65996E-7	-1.03747E-3	-3.55697E+1	9.81942E+1	-4.69779E-2
-1.99986E-1	-4.62204E-8	-2.88878E-4	5.49214E+2	5.97408E+2	1.00996E-1
1.06287E-4	2.24291E-8	1.40182E-4	-1.31029E+6	6.83448E+2	-6.21426E-2
2.00101E-1	6.14185E-8	3.83866E-4	-1.15629E+2	1.17651E+2	-2.82713E-2
4.00032E-1	1.09466E-7	6.84162E-4	7.62667E+0	6.58479E+1	6.64415E-3
6.00035E-1	2.48297E-7	1.55186E-3	5.76608E+1	-2.04231E+1	1.70907E-1
8.00045E-1	4.85761E-7	3.03601E-3	-4.03161E+1	-2.85830E+1	-3.11706E-1
1.00005E+0	8.69677E-7	5.43548E-3	-3.13623E+1	5.55813E+0	-5.42648E-1
1.20006E+0	1.45410E-6	9.08813E-3	-4.79499E+0	-1.08261E+0	-1.66462E-1
1.40006E+0	2.30883E-6	1.44302E-2	-1.41584E+0	-1.48304E+0	-9.10506E-2
1.60007E+0	3.58599E-6	2.24124E-2	-3.26914E+0	3.58809E+0	-3.73174E-1
1.80005E+0	5.41124E-6	3.38203E-2	-2.78919E-1	-4.58070E+0	-5.40493E-2
2.00004E+0	7.86035E-6	4.91272E-2	1.72573E+0	1.02361E+0	5.39738E-1
2.20042E+0	1.14190E-5	7.13688E-2	-1.46025E+0	-1.37614E-1	-7.29949E-1
2.40048E+0	1.63480E-5	1.02175E-1	-1.73698E-1	-1.47171E-1	-1.35609E-1
2.60042E+0	2.32747E-5	1.45467E-1	-5.15307E-1	-2.41953E-1	-6.20474E-1
2.80040E+0	3.29553E-5	2.05971E-1	8.90628E-2	5.05968E-1	1.63520E-1
3.00031E+0	4.67898E-5	2.92436E-1	3.01565E-1	6.35628E-1	8.42225E-1
3.20037E+0	6.34268E-5	3.96418E-1	5.06771E-1	2.40055E-1	2.04651E+0
3.40030E+0	8.39331E-5	5.24582E-1	5.67050E-1	2.80756E-1	3.21960E+0
3.60036E+0	1.10852E-4	6.92825E-1	5.00639E-1	2.49092E-1	3.97506E+0
3.80025E+0	2.36374E-4	1.47734E+0	5.88927E-1	2.37510E-1	1.05246E+1
4.00028E+0	3.34380E-4	2.08988E+0	6.21824E-1	3.48205E-1	1.65473E+1
4.20025E+0	4.54221E-4	2.83888E+0	5.97392E-1	2.85236E-1	2.26742E+1
4.40024E+0	5.83080E-4	3.64425E+0	5.95785E-1	3.22140E-1	3.04105E+1
4.60027E+0	7.38775E-4	4.61734E+0	5.79994E-1	3.31553E-1	3.92147E+1
4.80061E+0	9.17702E-4	5.73564E+0	5.57066E-1	3.10304E-1	4.88241E+1
5.00059E+0	1.11844E-3	6.99025E+0	5.39615E-1	3.19110E-1	6.00411E+1
5.20062E+0	1.35617E-3	8.47606E+0	5.16480E-1	3.32003E-1	7.24691E+1
5.40060E+0	1.60755E-3	1.00472E+1	4.97747E-1	3.14461E-1	8.59697E+1
5.60061E+0	1.87048E-3	1.16905E+1	4.75664E-1	3.01695E-1	9.91332E+1
5.80067E+0	2.16935E-3	1.35584E+1	4.51626E-1	3.00977E-1	1.13062E+2
6.00060E+0	2.50206E-3	1.56379E+1	4.49496E-1	3.04334E-1	1.34261E+2
6.20063E+0	3.12199E-3	1.95124E+1	3.61246E-1	2.63985E-1	1.39123E+2
6.40059E+0	3.02077E-3	1.88798E+1	3.98501E-1	2.95163E-1	1.53284E+2
6.60056E+0	3.48597E-3	2.17873E+1	3.71894E-1	2.87408E-1	1.70237E+2
6.80056E+0	3.87538E-3	2.42211E+1	3.76977E-1	3.00183E-1	1.97653E+2
7.00057E+0	4.82689E-3	3.01681E+1	3.33464E-1	2.70609E-1	2.24171E+2
7.20054E+0	5.24301E-3	3.27688E+1	3.30442E-1	2.78680E-1	2.48183E+2
7.40057E+0	6.37838E-3	3.98649E+1	2.88883E-1	2.52435E-1	2.71286E+2
7.60056E+0	6.98536E-3	4.36585E+1	2.90303E-1	2.58757E-1	3.06631E+2
7.80055E+0	7.59147E-3	4.74467E+1	2.88246E-1	2.61981E-1	3.39582E+2
8.00047E+0	8.44482E-3	5.27801E+1	2.81759E-1	2.64263E-1	3.78716E+2
8.20045E+0	9.28162E-3	5.80101E+1	2.75929E-1	2.62062E-1	4.17820E+2
8.40057E+0	1.02031E-2	6.37694E+1	2.69918E-1	2.65692E-1	4.60260E+2
8.60052E+0	1.10541E-2	6.90881E+1	2.63810E-1	2.65211E-1	4.98963E+2
8.80053E+0	1.20604E-2	7.53775E+1	2.56596E-1	2.65645E-1	5.41814E+2
9.00057E+0	1.30700E-2	8.16875E+1	2.50050E-1	2.63997E-1	5.85197E+2
9.20047E+0	1.41251E-2	8.82819E+1	2.42928E-1	2.63854E-1	6.28072E+2
9.40053E+0	1.50799E-2	9.42494E+1	2.38820E-1	2.64117E-1	6.73522E+2
9.60084E+0	1.64458E-2	1.02786E+2	2.31666E-1	2.61964E-1	7.27707E+2
9.80081E+0	1.80013E-2	1.12508E+2	2.20523E-1	2.52971E-1	7.74016E+2
1.00007E+1	1.90550E-2	1.19094E+2	2.23453E-1	2.61939E-1	8.47141E+2
1.00187E+1	2.00032E-2	1.25020E+2	2.15433E-1	2.54837E-1	8.58922E+2
