	Timestamp	Filtered Rate: CBP	Filtered Rate: TxOPhCz	Filtered Rate: Cl-BsubPc	Source Power: CBP	Source Power: TxOPhCz	Source Power: Cl-BsubPc	Thickness: CBP	Thickness: TxOPhCz	Thickness: Cl-BsubPc	State: CBP	State: TxOPhCz	State: Cl-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: TxOPhCz	Fundamental  Frequency: Cl-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: TxOPhCz	Current Z-Ratio: Cl-BsubPc
23	16:37:37	-0.001	-0.002	-0.000	8.760	1.980	12.840	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	752
24	16:37:38	0.001	-0.001	-0.000	9.160	2.072	13.440	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	752
25	16:37:39	0.000	-0.001	-0.000	9.560	2.163	14.040	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	753
26	16:37:40	0.000	-0.001	-0.000	9.960	2.255	14.640	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	750
27	16:37:41	0.000	-0.001	-0.000	10.360	2.347	15.240	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	753
28	16:37:42	0.000	-0.001	-0.000	10.760	2.438	15.840	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	752
29	16:37:43	-0.001	-0.001	-0.000	11.160	2.530	16.440	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	752
30	16:37:44	0.001	-0.001	-0.000	11.560	2.622	17.040	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	752
31	16:37:45	-0.001	-0.001	-0.000	11.960	2.713	17.640	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	753
32	16:37:46	0.000	-0.001	-0.000	12.000	2.805	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
33	16:37:47	0.000	-0.001	-0.000	12.000	2.897	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	754
34	16:37:48	0.001	-0.001	-0.000	12.000	2.988	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
35	16:37:49	0.000	-0.001	-0.000	12.000	3.080	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
36	16:37:50	-0.001	-0.001	-0.000	12.000	3.172	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
37	16:37:51	0.000	-0.001	-0.001	12.000	3.263	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	754
38	16:37:52	0.000	-0.001	-0.001	12.000	3.355	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
39	16:37:53	0.000	-0.001	-0.001	12.000	3.447	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
40	16:37:54	-0.001	-0.001	-0.001	12.000	3.538	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
41	16:37:55	-0.001	-0.001	-0.001	12.000	3.630	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	751
42	16:37:56	0.001	-0.002	-0.001	12.000	3.722	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
43	16:37:57	-0.001	-0.001	-0.001	12.000	3.813	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
44	16:37:58	-0.001	-0.001	-0.002	12.000	3.905	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
45	16:37:59	-0.001	-0.001	-0.002	12.000	3.997	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
46	16:38:00	0.000	-0.001	-0.002	12.000	4.088	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	754
47	16:38:01	0.000	-0.001	-0.002	12.000	4.180	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
48	16:38:02	-0.001	-0.002	-0.002	12.000	4.272	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
49	16:38:03	-0.001	-0.002	-0.002	12.000	4.363	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
50	16:38:04	-0.001	-0.002	-0.003	12.000	4.455	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
51	16:38:05	0.000	-0.002	-0.003	12.000	4.547	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
52	16:38:06	0.001	-0.001	-0.003	12.000	4.638	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
53	16:38:07	0.000	-0.002	-0.003	12.000	4.730	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
54	16:38:08	0.000	-0.001	-0.003	12.000	4.822	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
55	16:38:09	-0.001	-0.001	-0.003	12.000	4.913	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
56	16:38:10	0.001	-0.001	-0.003	12.000	5.005	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
57	16:38:11	-0.001	-0.001	-0.003	12.000	5.097	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
58	16:38:12	-0.001	-0.001	-0.003	12.000	5.188	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
59	16:38:13	0.000	-0.001	-0.004	12.000	5.280	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
60	16:38:14	0.001	-0.001	-0.004	12.000	5.372	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
61	16:38:15	-0.001	-0.002	-0.004	12.000	5.463	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	750
62	16:38:16	-0.001	-0.002	-0.003	12.000	5.555	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	750
63	16:38:17	0.000	-0.002	-0.003	12.000	5.647	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	751
64	16:38:18	-0.001	-0.001	-0.004	12.000	5.738	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
65	16:38:19	-0.001	-0.001	-0.004	12.000	5.830	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	755
66	16:38:20	0.001	-0.001	-0.003	12.000	5.922	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
67	16:38:21	-0.001	-0.001	-0.003	12.000	6.013	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
68	16:38:22	0.000	-0.001	-0.003	12.000	6.105	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
69	16:38:23	0.000	-0.001	-0.003	12.000	6.197	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
70	16:38:24	-0.001	-0.001	-0.003	12.000	6.288	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	754
71	16:38:25	0.000	-0.001	-0.003	12.000	6.380	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
72	16:38:26	0.000	-0.001	-0.003	12.000	6.472	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
73	16:38:27	-0.001	-0.002	-0.003	12.000	6.563	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	751
74	16:38:28	0.000	-0.001	-0.003	12.000	6.655	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
75	16:38:29	0.000	-0.001	-0.003	12.000	6.747	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	751
76	16:38:30	-0.001	-0.002	-0.003	12.000	6.838	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
77	16:38:31	-0.001	-0.001	-0.003	12.000	6.930	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
78	16:38:32	0.000	-0.001	-0.003	12.000	7.022	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
79	16:38:33	0.000	-0.002	-0.003	12.000	7.113	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	751
80	16:38:34	-0.001	-0.001	-0.003	12.000	7.205	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
81	16:38:35	0.000	-0.001	-0.003	12.000	7.297	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
82	16:38:36	-0.001	-0.002	-0.003	12.000	7.388	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
83	16:38:37	0.000	-0.001	-0.003	12.000	7.480	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	750
84	16:38:38	0.000	-0.001	-0.003	12.000	7.572	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
85	16:38:39	0.000	-0.002	-0.003	12.000	7.663	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	753
86	16:38:40	-0.001	-0.001	-0.003	12.000	7.755	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
87	16:38:41	0.000	-0.001	-0.003	12.000	7.847	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	751
88	16:38:42	-0.000	-0.001	-0.003	12.000	7.938	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	752
89	16:38:43	-0.001	-0.001	-0.003	12.000	8.030	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
90	16:38:44	0.001	-0.001	-0.002	12.000	8.122	18.000	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
91	16:38:45	-0.002	-0.002	-0.002	12.000	8.213	18.000	-0.000	-0.000	-0.000	Manual	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
92	16:38:46	0.000	-0.002	-0.002	12.000	8.305	18.000	-0.000	-0.000	-0.000	Manual	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
93	16:38:47	0.000	-0.002	-0.002	12.000	8.397	18.000	-0.000	-0.000	-0.000	Manual	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
94	16:38:48	0.000	-0.001	-0.002	12.000	8.488	18.000	-0.000	-0.000	-0.000	Manual	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
95	16:38:49	-0.000	0.000	-0.002	12.000	8.543	18.000	-0.000	0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
96	16:38:50	0.001	-0.002	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
97	16:38:51	-0.001	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
98	16:38:52	-0.001	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
99	16:38:53	-0.001	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
100	16:38:54	-0.001	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
101	16:38:55	0.000	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
102	16:38:56	0.000	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
103	16:38:57	-0.001	-0.002	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
104	16:38:58	-0.001	-0.002	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
105	16:38:59	-0.000	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	750
106	16:39:00	0.000	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	754
107	16:39:01	-0.000	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
108	16:39:02	-0.001	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
109	16:39:03	0.000	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
110	16:39:04	0.001	-0.002	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
111	16:39:05	-0.001	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
112	16:39:06	0.000	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
113	16:39:07	0.000	-0.002	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
114	16:39:08	0.000	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
115	16:39:09	0.000	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
116	16:39:10	-0.001	-0.001	-0.002	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
117	16:39:11	0.000	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	754
118	16:39:12	-0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
119	16:39:13	-0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
120	16:39:14	-0.000	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
121	16:39:15	0.000	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
122	16:39:16	-0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
123	16:39:17	-0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
124	16:39:18	0.000	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	754
125	16:39:19	0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
126	16:39:20	-0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
127	16:39:21	0.001	-0.002	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
128	16:39:22	-0.001	-0.002	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
129	16:39:23	-0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
130	16:39:24	0.000	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
131	16:39:25	-0.000	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
132	16:39:26	-0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
133	16:39:27	0.000	-0.002	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
134	16:39:28	-0.000	-0.002	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
135	16:39:29	-0.000	-0.002	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
136	16:39:30	-0.001	-0.002	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
137	16:39:31	0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
138	16:39:32	-0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	752
139	16:39:33	-0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
140	16:39:34	0.000	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	753
141	16:39:35	0.001	-0.001	-0.001	12.000	8.543	18.000	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	751
