	Material	FD_ct	FD_%
0	HATCN	0.6957988229030407	-0.8662308826074071
1	TAPC	-0.6145890771943726	0.7258797426118115
2	CBP	-0.39168327618303245	0.3952055371904101
3	TxOPhCz	0.632018290603451	-0.7540140526069269
4	tBuO-BsubPc	-0.6190115997005866	0.8682416489095367
5	B3PYMPM	-0.46878502108510306	0.5055853368175498
6	LiQ	0.7125155188786917	-0.9397620128416995
7	Al	0.6967788694365717	-0.9341670548116996
