	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0200009	590.42	Working	3.4	0.335928	0.22385525	0.7305120938583853	0.599217298751677	0.67502	0.327800125	5.6	0.234405	0.6490478361062574	0.364117	581.0	31.5	0.532682779231501	0.4561928401951324	#ffdc00	7.19997	0.21028	0.5755915625583101	0.25115	580.5	32.0	0.5275118265596792	0.4555680966286674	#ffe000
1	A2-1	0.0200012	611.94	Working	3.2	0.718641	0.26055485294117653	1.0875202065239078	0.6669796387637678	1.06771	0.3802797647058824	5.60004	0.268199	0.7064086939499756	0.396291	581.0	32.5	0.5322549022135912	0.45907789999702503	#ffe000	7.19988	0.226369	0.6172582097332133	0.269335	580.5	33.0	0.526279414256427	0.4568223935777908	#ffe300
2	A3-1	0.0200012	680.01	Working	3.2	0.554535	0.27783791176470585	1.0574612978753144	0.746585089070184	0.977119	0.42526647058823525	5.40005	0.282722	0.7742594800489292	0.450444	580.5	32.5	0.5271559680842872	0.4537136313228815	#ffde00	7.0	0.25391	0.7047438560237852	0.316288	580.5	33.0	0.5252652135838535	0.45708135274607964	#ffe400
3	A4-1	0.0200008	702.66	Working	3.4	0.509991	0.2977914117647059	1.1418481582237825	0.7989336553856803	0.976997	0.44031805882352937	5.60006	0.319914	0.8649221299432407	0.485213	580.5	32.5	0.5278367697381556	0.45971550745145395	#ffe500	7.00003	0.270422	0.7533486009571627	0.3381	580.5	32.5	0.5246413832045907	0.45985278338517127	#ffe800
4	B1-1	0.0200012	600.26	Working	3.2	0.344204	0.23522345161290328	1.0669626729620512	0.6727897137906886	1.04749	0.4004239032258064	5.60004	0.240726	0.6801782094022097	0.381575	581.0	32.0	0.536043989666346	0.4550843702767998	#ffd800	6.99993	0.217733	0.5937810137523838	0.266491	581.0	32.0	0.5290632074307695	0.4545346520508434	#ffdd00
5	B2-1	0.0196284	601.8	Working	3.4	0.475318	0.2455103	0.914895901441894	0.6635470827803416	0.82565	0.3784987666666666	5.60009	0.251951	0.6949023018037603	0.389834	580.5	31.5	0.5307883038961431	0.457343690378587	#ffdf00	6.99998	0.225974	0.6159943836139473	0.276459	581.0	32.0	0.5286082273200448	0.4553589723894026	#ffdf00
6	B3-1	0.0199851	638.57	Working	3.4	0.309381	0.21977119444444443	1.0667485716761085	0.735056831954839	0.906971	0.39629936111111114	6.0001	0.263698	0.7707159442152122	0.403538	580.5	32.0	0.5288661956424829	0.4580170971757371	#ffe200	7.79995	0.236175	0.6543709156389288	0.263561	581.0	32.5	0.5279143390730054	0.45638472290079274	#ffe100
7	B4-1	0.0200009	599.9	Working	3.4	0.638225	0.2514345142857143	0.8141826343417856	0.638251006638941	0.673144	0.33880768571428577	5.99999	0.245293	0.6793633828425409	0.355714	581.0	31.5	0.5274625738805742	0.4570684282837549	#ffe200	7.79997	0.213909	0.5948273801634396	0.239579	581.0	33.0	0.5271163162556372	0.45682757251331046	#ffe200
8	B5-1	0.020001	664.58	Working	3.4	0.572297	0.28407505555555557	1.429329671583536	0.7991627656126596	1.32075	0.43933027777777783	5.80011	0.300171	0.838545562203939	0.454189	580.5	31.5	0.5289851363400518	0.45930384992598594	#ffe400	7.40006	0.259359	0.7193213242126711	0.305378	581.0	33.0	0.5264258305135457	0.45735121138237134	#ffe300
9	C1-1	0.0200008	398.0	Working	3.8	0.169858	0.12601363714285715	0.6002730831979927	0.40736283385369276	0.496296	0.20324169714285711	7.0	0.145944	0.4015008654371135	0.180194	580.5	31.5	0.5430221666080439	0.4551187335545001	#ffd300	8.99996	0.130361	0.356792863665098	0.124545	581.0	33.0	0.5378503799602995	0.4520361274200636	#ffd300
