Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99967E-1	-1.26598E-5	-7.91238E-2	2.75189E+0	9.82702E-1	6.93065E-1
-7.99996E-1	-9.68283E-6	-6.05177E-2	2.00476E+0	1.54515E+0	3.08946E-1
-5.99971E-1	-5.87219E-6	-3.67012E-2	1.14675E+0	2.11510E-1	8.03767E-2
-3.99964E-1	-3.08390E-6	-1.92744E-2	4.78184E+0	4.38302E+0	1.17340E-1
-2.00013E-1	-1.19300E-6	-7.45625E-3	-1.08748E+2	1.76319E+1	-5.16237E-1
3.58105E-5	2.97284E-10	1.85803E-6	-3.19053E+8	-3.11895E+4	-6.75734E-2
2.00029E-1	1.01994E-6	6.37463E-3	-2.09435E+1	1.02375E+1	-8.50053E-2
3.99970E-1	2.70519E-6	1.69074E-2	9.79992E+0	3.51181E+0	2.10949E-1
5.99965E-1	5.05395E-6	3.15872E-2	1.30626E+1	2.02600E+0	7.87982E-1
7.99973E-1	7.92845E-6	4.95528E-2	4.53840E-1	1.35491E+0	5.72659E-2
9.99990E-1	1.16045E-5	7.25281E-2	-2.39383E-1	-6.56226E-1	-5.52644E-2
1.19999E+0	1.68483E-5	1.05302E-1	1.04944E+0	1.93167E+0	4.22105E-1
1.39998E+0	2.24002E-5	1.40001E-1	1.54261E-1	5.37312E-1	9.62412E-2
1.59999E+0	2.99440E-5	1.87150E-1	4.09135E-1	-2.71938E-1	3.89963E-1
1.79997E+0	3.85883E-5	2.41177E-1	-3.67765E-2	7.61639E-2	-5.08185E-2
1.99996E+0	4.90011E-5	3.06257E-1	-2.66560E-1	2.61190E-1	-5.19699E-1
2.19992E+0	6.04753E-5	3.77971E-1	7.81842E-2	1.18233E-2	2.06935E-1
2.39989E+0	7.12084E-5	4.45053E-1	-1.43188E-1	-4.28613E-1	-4.86809E-1
2.59986E+0	8.59429E-5	5.37143E-1	2.78432E-2	-8.94009E-2	1.23768E-1
2.79989E+0	1.06893E-4	6.68081E-1	6.40855E-2	2.22765E-2	3.81575E-1
2.99983E+0	1.28487E-4	8.03044E-1	1.21151E-1	-3.17702E-2	9.28994E-1
3.19990E+0	1.57715E-4	9.85719E-1	3.01673E-1	2.08697E-1	3.02884E+0
3.39983E+0	2.18457E-4	1.36536E+0	2.62968E-1	2.70751E-2	3.88558E+0
3.59983E+0	2.72785E-4	1.70491E+0	3.09796E-1	1.06772E-1	6.05214E+0
3.79980E+0	3.60904E-4	2.25565E+0	3.87022E-1	1.72123E-1	1.05589E+1
3.99970E+0	4.52652E-4	2.82908E+0	4.16245E-1	2.49357E-1	1.49924E+1
4.19970E+0	5.76122E-4	3.60076E+0	4.33514E-1	2.17512E-1	2.08673E+1
4.39964E+0	7.50192E-4	4.68870E+0	4.35572E-1	2.09756E-1	2.86009E+1
4.59958E+0	9.64348E-4	6.02717E+0	4.42085E-1	2.14873E-1	3.90111E+1
4.79996E+0	1.24799E-3	7.79994E+0	4.34339E-1	2.45609E-1	5.17615E+1
4.99999E+0	1.56367E-3	9.77294E+0	4.24828E-1	2.48325E-1	6.60781E+1
5.20002E+0	1.92192E-3	1.20120E+1	4.13174E-1	2.49268E-1	8.21493E+1
5.39997E+0	2.39269E-3	1.49543E+1	3.93464E-1	2.38855E-1	1.01138E+2
5.59993E+0	2.84849E-3	1.78031E+1	3.86018E-1	2.57335E-1	1.22500E+2
5.79998E+0	3.37770E-3	2.11106E+1	3.77052E-1	2.45639E-1	1.46953E+2
5.99994E+0	3.85248E-3	2.40780E+1	3.73861E-1	2.53196E-1	1.71921E+2
6.19993E+0	4.47669E-3	2.79793E+1	3.59453E-1	2.53834E-1	1.98480E+2
6.39995E+0	5.08919E-3	3.18074E+1	3.48395E-1	2.54884E-1	2.25750E+2
6.59991E+0	5.77667E-3	3.61042E+1	3.36560E-1	2.51078E-1	2.55275E+2
6.79988E+0	6.51142E-3	4.06964E+1	3.22387E-1	2.48370E-1	2.83978E+2
6.99986E+0	7.32151E-3	4.57594E+1	3.10691E-1	2.45968E-1	3.16774E+2
7.19983E+0	8.16998E-3	5.10624E+1	2.98125E-1	2.42370E-1	3.48877E+2
7.39980E+0	9.09507E-3	5.68442E+1	2.86374E-1	2.39216E-1	3.83434E+2
7.59984E+0	1.00892E-2	6.30575E+1	2.76474E-1	2.38353E-1	4.21740E+2
7.79985E+0	1.11537E-2	6.97106E+1	2.64111E-1	2.33164E-1	4.57111E+2
7.99988E+0	1.23002E-2	7.68762E+1	2.52956E-1	2.28352E-1	4.95188E+2
8.19983E+0	1.35040E-2	8.44000E+1	2.43105E-1	2.25161E-1	5.35540E+2
8.39986E+0	1.47797E-2	9.23731E+1	2.34339E-1	2.24542E-1	5.78779E+2
8.59981E+0	1.61321E-2	1.00826E+2	2.25579E-1	2.21895E-1	6.22599E+2
8.79983E+0	1.75484E-2	1.09677E+2	2.17437E-1	2.16878E-1	6.68000E+2
8.99982E+0	1.90494E-2	1.19059E+2	2.09635E-1	2.15642E-1	7.15004E+2
9.11483E+0	2.00009E-2	1.25006E+2	2.04778E-1	2.12308E-1	7.42697E+2
