Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99969E-1	-1.14673E-6	-7.16706E-3	2.23335E+0	-1.24672E+1	5.09488E-2
-7.99993E-1	-6.00626E-7	-3.75391E-3	-1.88637E+0	8.59540E+0	-1.80322E-2
-5.99970E-1	-2.89062E-7	-1.80664E-3	-6.45967E+1	-3.59224E+1	-2.22875E-1
-3.99961E-1	-1.22374E-7	-7.64838E-4	-3.44598E+1	-6.69660E+0	-3.35544E-2
-2.00011E-1	-3.46413E-8	-2.16508E-4	-4.40200E+3	-1.05226E+3	-6.06776E-1
4.79460E-5	2.06869E-8	1.29293E-4	-2.00288E+6	1.41445E+1	-3.95214E-2
2.00039E-1	5.78573E-8	3.61608E-4	-1.71061E+3	-9.73599E+1	-3.93870E-1
3.99966E-1	1.09663E-7	6.85394E-4	-5.14128E+2	-1.53527E+2	-4.48626E-1
5.99960E-1	2.48552E-7	1.55345E-3	-7.75512E+1	-1.85792E+1	-2.30069E-1
7.99969E-1	4.83898E-7	3.02436E-3	-4.72892E+1	-5.95298E+0	-3.64182E-1
9.99975E-1	8.58559E-7	5.36599E-3	-2.71212E+1	-3.24583E+1	-4.63232E-1
1.19998E+0	1.40052E-6	8.75325E-3	-1.99033E+1	-1.17725E+1	-6.65455E-1
1.39999E+0	2.13937E-6	1.33711E-2	-4.75635E+0	-1.71046E+1	-2.83410E-1
1.59998E+0	3.27482E-6	2.04676E-2	-6.49100E+0	-9.74266E+0	-6.76618E-1
1.79997E+0	5.03683E-6	3.14802E-2	-1.99280E+0	-4.36291E+0	-3.59431E-1
1.99996E+0	7.91649E-6	4.94781E-2	-2.78173E+0	-3.68778E+0	-8.76190E-1
2.19974E+0	1.08930E-5	6.80812E-2	-1.04668E+0	-3.90924E+0	-4.98955E-1
2.39985E+0	1.53616E-5	9.60100E-2	-8.92663E-1	-5.95219E-1	-6.54693E-1
2.59985E+0	2.08583E-5	1.30364E-1	-1.04242E-1	-2.27697E+0	-1.12461E-1
2.79982E+0	2.82269E-5	1.76418E-1	-1.49009E-1	-9.30658E-1	-2.34281E-1
2.99975E+0	4.09189E-5	2.55743E-1	1.07410E-1	-6.06041E-1	2.62290E-1
3.19977E+0	5.98756E-5	3.74223E-1	1.61354E-1	-3.28232E-1	6.15006E-1
3.39972E+0	8.10100E-5	5.06312E-1	3.85202E-1	-6.96809E-2	2.11057E+0
3.59970E+0	1.14546E-4	7.15912E-1	5.10383E-1	8.54737E-2	4.18670E+0
3.79972E+0	1.59508E-4	9.96925E-1	5.21174E-1	-2.21593E-2	6.28415E+0
3.99967E+0	2.24229E-4	1.40143E+0	4.76649E-1	1.80996E-1	8.50442E+0
4.19967E+0	3.05299E-4	1.90812E+0	4.78885E-1	1.52005E-1	1.22152E+1
4.39968E+0	4.05378E-4	2.53361E+0	4.95431E-1	1.98549E-1	1.75790E+1
4.59961E+0	5.35290E-4	3.34556E+0	4.70640E-1	2.11740E-1	2.30531E+1
4.79992E+0	7.03390E-4	4.39619E+0	4.39040E-1	2.01617E-1	2.94893E+1
4.99992E+0	9.04364E-4	5.65227E+0	4.23481E-1	2.07160E-1	3.80952E+1
5.19990E+0	1.16660E-3	7.29125E+0	4.01274E-1	2.29466E-1	4.84270E+1
5.39998E+0	1.46974E-3	9.18588E+0	3.76893E-1	2.06989E-1	5.95088E+1
5.59987E+0	1.79498E-3	1.12186E+1	3.60414E-1	2.06675E-1	7.20725E+1
5.79995E+0	2.15481E-3	1.34676E+1	3.45341E-1	2.21835E-1	8.58641E+1
5.99994E+0	2.53521E-3	1.58451E+1	3.33460E-1	2.13094E-1	1.00910E+2
6.19992E+0	2.94755E-3	1.84222E+1	3.24623E-1	2.14265E-1	1.18020E+2
6.39995E+0	3.39406E-3	2.12129E+1	3.11374E-1	2.19247E-1	1.34558E+2
6.59989E+0	3.86840E-3	2.41775E+1	3.01737E-1	2.15201E-1	1.53259E+2
6.79988E+0	4.36902E-3	2.73064E+1	2.91466E-1	2.14715E-1	1.72268E+2
6.99987E+0	4.91621E-3	3.07263E+1	2.80073E-1	2.15321E-1	1.91744E+2
7.19988E+0	5.50335E-3	3.43959E+1	2.69161E-1	2.14722E-1	2.12175E+2
7.39990E+0	6.12854E-3	3.83034E+1	2.57840E-1	2.12427E-1	2.32629E+2
7.59984E+0	6.80463E-3	4.25289E+1	2.47128E-1	2.07839E-1	2.54250E+2
7.79985E+0	7.52729E-3	4.70456E+1	2.37226E-1	2.06221E-1	2.77087E+2
7.99983E+0	8.28351E-3	5.17719E+1	2.27144E-1	2.00990E-1	2.99451E+2
8.19974E+0	9.04978E-3	5.65611E+1	2.19629E-1	2.01674E-1	3.24234E+2
8.39985E+0	9.86455E-3	6.16534E+1	2.12800E-1	2.01850E-1	3.50792E+2
8.59983E+0	1.07209E-2	6.70056E+1	2.06322E-1	1.99636E-1	3.78440E+2
8.79982E+0	1.16020E-2	7.25125E+1	1.99099E-1	1.98191E-1	4.04395E+2
8.99984E+0	1.25211E-2	7.82569E+1	1.92691E-1	1.95427E-1	4.31986E+2
9.19978E+0	1.35135E-2	8.44594E+1	1.86199E-1	1.93239E-1	4.60526E+2
9.39983E+0	1.45599E-2	9.09994E+1	1.80547E-1	1.91232E-1	4.91585E+2
9.60008E+0	1.55213E-2	9.70081E+1	1.76444E-1	1.91996E-1	5.23046E+2
9.80012E+0	1.66464E-2	1.04040E+2	1.70424E-1	1.89404E-1	5.53111E+2
1.00001E+1	1.78109E-2	1.11318E+2	1.64986E-1	1.85647E-1	5.84610E+2
1.02001E+1	1.90182E-2	1.18864E+2	1.59680E-1	1.84632E-1	6.16248E+2
1.03503E+1	2.00009E-2	1.25006E+2	1.55170E-1	1.82602E-1	6.39058E+2
