	Timestamp	Filtered Rate: CBP	Filtered Rate: OcO-BsubPc	Source Power: CBP	Source Power: OcO-BsubPc	Thickness: CBP	Thickness: OcO-BsubPc	State: CBP	State: OcO-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: OcO-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: OcO-BsubPc
489	14:12:39	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
490	14:12:40	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
491	14:12:41	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
492	14:12:42	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
493	14:12:43	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
494	14:12:44	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
495	14:12:45	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
496	14:12:46	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
497	14:12:47	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
498	14:12:48	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
499	14:12:49	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	783
500	14:12:50	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	783
501	14:12:51	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
502	14:12:52	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
503	14:12:53	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
504	14:12:54	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
505	14:12:55	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
506	14:12:56	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
507	14:12:57	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
508	14:12:58	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	789
509	14:12:59	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
510	14:13:00	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
511	14:13:01	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
512	14:13:02	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
513	14:13:03	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	790
514	14:13:04	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
515	14:13:05	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
516	14:13:06	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
517	14:13:07	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
518	14:13:08	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
519	14:13:09	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
520	14:13:10	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
521	14:13:11	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
522	14:13:12	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	790
523	14:13:13	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
524	14:13:14	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
525	14:13:15	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
526	14:13:16	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
527	14:13:17	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
528	14:13:18	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
529	14:13:19	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
530	14:13:20	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
531	14:13:21	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
532	14:13:22	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
533	14:13:23	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
534	14:13:24	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
535	14:13:25	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
536	14:13:26	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
537	14:13:27	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
538	14:13:28	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
539	14:13:29	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
540	14:13:30	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
541	14:13:31	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
542	14:13:32	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
543	14:13:33	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
544	14:13:34	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
545	14:13:35	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	789
546	14:13:36	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
547	14:13:37	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
548	14:13:38	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
549	14:13:39	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
550	14:13:40	0.000	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
551	14:13:41	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
552	14:13:42	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
553	14:13:43	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
554	14:13:44	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
555	14:13:45	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
556	14:13:46	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
557	14:13:47	0.001	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
558	14:13:48	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
559	14:13:49	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
560	14:13:50	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
561	14:13:51	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
562	14:13:52	0.001	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
563	14:13:53	-0.001	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
564	14:13:54	0.000	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
565	14:13:55	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
566	14:13:56	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
567	14:13:57	0.000	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
568	14:13:58	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
569	14:13:59	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
570	14:14:00	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
571	14:14:01	0.001	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
572	14:14:02	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
573	14:14:03	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
574	14:14:04	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
575	14:14:05	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
576	14:14:06	0.001	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
577	14:14:07	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
578	14:14:08	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	783
579	14:14:09	0.001	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
580	14:14:10	0.000	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
581	14:14:11	0.001	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	789
582	14:14:12	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
583	14:14:13	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
584	14:14:14	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	789
585	14:14:15	0.000	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
586	14:14:16	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
587	14:14:17	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
588	14:14:18	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
589	14:14:19	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
590	14:14:20	0.000	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
591	14:14:21	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
592	14:14:22	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
593	14:14:23	-0.002	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
594	14:14:24	0.002	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
595	14:14:25	0.000	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
596	14:14:26	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
597	14:14:27	0.000	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
598	14:14:28	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
599	14:14:29	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
600	14:14:30	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
601	14:14:31	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
602	14:14:32	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
603	14:14:33	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
604	14:14:34	0.002	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
605	14:14:35	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
606	14:14:36	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
607	14:14:37	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
608	14:14:38	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
609	14:14:39	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
610	14:14:40	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
611	14:14:41	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
612	14:14:42	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	789
613	14:14:43	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
614	14:14:44	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
615	14:14:45	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
616	14:14:46	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
617	14:14:47	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
618	14:14:48	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
619	14:14:49	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
620	14:14:50	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
621	14:14:51	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
622	14:14:52	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	789
623	14:14:53	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
624	14:14:54	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
625	14:14:55	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
626	14:14:56	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
627	14:14:57	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
628	14:14:58	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	789
629	14:14:59	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
630	14:15:00	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
631	14:15:01	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
632	14:15:02	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
633	14:15:03	0.000	0.004	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
634	14:15:04	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
635	14:15:05	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
636	14:15:06	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
637	14:15:07	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
638	14:15:08	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
639	14:15:09	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
640	14:15:10	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
641	14:15:11	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
642	14:15:12	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
643	14:15:13	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
644	14:15:14	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	789
645	14:15:15	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
646	14:15:16	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
647	14:15:17	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
648	14:15:18	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
649	14:15:19	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
650	14:15:20	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
651	14:15:21	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	783
652	14:15:22	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
653	14:15:23	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
654	14:15:24	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
655	14:15:25	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
656	14:15:26	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
657	14:15:27	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
658	14:15:28	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
659	14:15:29	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
660	14:15:30	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
661	14:15:31	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
662	14:15:32	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
663	14:15:33	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
664	14:15:34	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
665	14:15:35	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
666	14:15:36	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	789
667	14:15:37	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
668	14:15:38	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
669	14:15:39	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
670	14:15:40	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
671	14:15:41	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
672	14:15:42	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
673	14:15:43	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
674	14:15:44	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
675	14:15:45	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
676	14:15:46	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
677	14:15:47	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
678	14:15:48	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
679	14:15:49	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
680	14:15:50	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
681	14:15:51	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
682	14:15:52	-0.002	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
683	14:15:53	0.002	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
684	14:15:54	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
685	14:15:55	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
686	14:15:56	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
687	14:15:57	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
688	14:15:58	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
689	14:15:59	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
690	14:16:00	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
691	14:16:01	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
692	14:16:02	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
693	14:16:03	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
694	14:16:04	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
695	14:16:05	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
696	14:16:06	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
697	14:16:07	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
698	14:16:08	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
699	14:16:09	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
700	14:16:10	-0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
701	14:16:11	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
702	14:16:12	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	785
703	14:16:13	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
704	14:16:14	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
705	14:16:15	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	783
706	14:16:16	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	784
707	14:16:17	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
708	14:16:18	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	788
709	14:16:19	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
710	14:16:20	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
711	14:16:21	-0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
712	14:16:22	0.001	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	787
713	14:16:23	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
714	14:16:24	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	789
715	14:16:25	0.000	0.003	12.000	19.140	0.000	0.001	Manual	Manual	Sensor Status	00	Fundamental Activity	786
716	14:16:26	0.001	0.003	12.000	19.140	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
717	14:16:27	0.001	0.003	12.000	19.140	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
