	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999974	-6.00043e-06	-0.0375027	-0.0931844	1.257	-0.0111236	0.029660797755894912
1	A1-1	-0.799989	-3.35501e-06	-0.0209688	-8.9543	-2.69426	-0.478123	2.280163862500477
2	A1-1	-0.599963	-1.63196e-06	-0.0101998	-5.3126	-0.841403	-0.103484	1.0145689131159434
3	A1-1	-0.399955	-6.74248e-07	-0.00421405	-38.2808	-20.6722	-0.205372	4.873506484260984
4	A1-1	-0.20001	-2.07122e-07	-0.00129451	-622.665	-111.086	-0.513171	39.64210396211694
5	A1-1	4.673e-05	1.86694e-10	1.16684e-06	-3421870000.0	-77692.8	-0.593908	-50898.83788694251
6	A1-1	0.200032	2.23879e-07	0.00139924	-496.742	39.4369	-0.442562	-31.62874131671479
7	A1-1	0.399975	6.5087e-07	0.00406794	-137.376	-29.8203	-0.711489	-17.49015472204605
8	A1-1	0.59997	1.46256e-06	0.009141	-32.3611	-5.23546	-0.564932	-6.180199102942785
9	A1-1	0.79999	2.8238e-06	0.0176488	-10.3056	-3.13927	-0.46315	-2.6242577399029967
10	A1-1	0.999984	4.78093e-06	0.0298808	-4.61074	2.65329	-0.438537	-1.4676213488260021
11	A1-1	1.19999	7.88997e-06	0.0493123	-1.86493	0.438366	-0.351274	-0.7123456014016786
12	A1-1	1.39999	1.18034e-05	0.0737712	-0.697025	-1.50743	-0.229145	-0.31061579586613747
13	A1-1	1.6	1.70655e-05	0.106659	-0.00853346	-0.136521	-0.00463548	-0.004346074874131578
14	A1-1	1.79997	2.40187e-05	0.150117	-0.448611	0.25749	-0.385846	-0.2570301831238301
15	A1-1	1.99996	3.28873e-05	0.205546	0.401964	-0.36447	0.525977	0.25589259825051325
16	A1-1	2.20001	4.55651e-05	0.284782	-0.116094	-0.220664	-0.231525	-0.08129902873074844
17	A1-1	2.39991	5.98139e-05	0.373837	0.0561516	0.338344	0.160358	0.04289516554006158
18	A1-1	2.59988	7.57861e-05	0.473663	0.0858101	0.290913	0.336366	0.0710137798392528
19	A1-1	2.7998	9.8616e-05	0.61635	-0.020603	0.077939	-0.113171	-0.018361482923663502
20	A1-1	2.9998	0.000126712	0.79195	0.0515811	0.156729	0.390059	0.04925298314287518
21	A1-1	3.19982	0.00016709	1.04431	0.0693729	0.109037	0.737898	0.07065890396529766
22	A1-1	3.39979	0.000225934	1.41209	0.0819833	0.0839442	1.25282	0.08872097387560282
23	A1-1	3.59982	0.000312206	1.95129	0.125054	0.0223079	2.79607	0.1432934110255267
24	A1-1	3.7998	0.000454117	2.83823	0.146822	0.0774655	5.04024	0.17758391673683951
25	A1-1	3.99974	0.000635595	3.97247	0.162346	0.113989	8.21075	0.20669130289215526
26	A1-1	4.19967	0.000839716	5.24822	0.191714	0.114305	13.4503	0.25628308264516353
27	A1-1	4.3996	0.00112492	7.03075	0.197944	0.0972084	19.4898	0.2772079792340788
28	A1-1	4.59963	0.00147669	9.22931	0.201477	0.108446	27.2251	0.2949852155794962
29	A1-1	4.79995	0.00190928	11.933	0.20271	0.124926	36.9583	0.30971507584010727
30	A1-1	4.99994	0.00239852	14.9908	0.199796	0.121923	47.6678	0.3179803612882568
31	A1-1	5.2	0.00294553	18.4096	0.195651	0.128556	59.6183	0.32384353815400657
32	A1-1	5.39992	0.00354908	22.1818	0.189679	0.126262	72.319	0.32602854592503766
33	A1-1	5.59992	0.00419967	26.2479	0.184324	0.131316	86.2403	0.3285607610513603
34	A1-1	5.79994	0.00489944	30.6215	0.177299	0.134467	100.232	0.32732557190209494
35	A1-1	5.99996	0.00565804	35.3627	0.172515	0.136383	116.512	0.3294771044066206
36	A1-1	6.19996	0.00646551	40.4094	0.16534	0.138806	131.856	0.3263003162630477
37	A1-1	6.39991	0.00732171	45.7607	0.161674	0.141249	150.715	0.3293546645921063
38	A1-1	6.59989	0.00823099	51.4437	0.155906	0.142488	168.492	0.3275269858116737
39	A1-1	6.79985	0.00920613	57.5383	0.150654	0.144985	187.624	0.32608540745903164
40	A1-1	6.99988	0.0102449	64.0306	0.147359	0.148208	210.236	0.3283367639847198
41	A1-1	7.19983	0.0113363	70.8519	0.142117	0.147522	230.765	0.32570051050148263
42	A1-1	7.39985	0.0124431	77.7694	0.138179	0.14816	253.119	0.3254737724606336
43	A1-1	7.59984	0.0136359	85.2244	0.133948	0.147894	276.155	0.3240327887318655
44	A1-1	7.79983	0.0148918	93.0738	0.129743	0.149144	299.81	0.3221207257036889
45	A1-1	7.9998	0.0162008	101.255	0.125889	0.150177	324.588	0.32056491037479634
46	A1-1	8.19971	0.0175627	109.767	0.121953	0.15107	349.392	0.31830331520402305
47	A1-1	8.39978	0.0189755	118.597	0.118674	0.150938	376.311	0.31730229263809373
48	A1-1	8.52988	0.0200005	125.003	0.115942	0.150704	393.51	0.314800444789325
49	A3-1	-0.999977	-8.22838e-06	-0.0514274	0.237681	-0.0851727	0.0389072	-0.07565461213283192
50	A3-1	-0.800004	-4.27467e-06	-0.0267167	-1.14856	6.27264	-0.0781406	0.29247848723831915
51	A3-1	-0.599983	-2.07733e-06	-0.0129833	-18.2436	7.53152	-0.452362	3.4841835280706754
52	A3-1	-0.399961	-8.95836e-07	-0.00559897	-2.1798	21.5965	-0.0155379	0.27751354266945527
53	A3-1	-0.200015	-2.62471e-07	-0.00164044	-140.74	50.7977	-0.146991	8.960461827314624
54	A3-1	2.59876e-05	1.84679e-10	1.15424e-06	-8905570000.0	16781.3	-0.850307	-73668.12794566122
55	A3-1	0.200018	2.44022e-07	0.00152514	-543.437	45.4447	-0.527688	-34.59931547267792
56	A3-1	0.399961	6.53143e-07	0.00408214	-93.164	53.8329	-0.484177	-11.860862194829185
57	A3-1	0.599953	1.39007e-06	0.00868794	-26.8613	3.98757	-0.445668	-5.129731558919606
58	A3-1	0.799971	2.7049e-06	0.0169056	-18.3963	-0.0164587	-0.79193	-4.684424096157486
59	A3-1	0.999973	4.78229e-06	0.0298893	-3.76095	3.25773	-0.357809	-1.1971140173908388
60	A3-1	1.19998	7.10203e-06	0.0443877	-4.71958	1.498	-0.800184	-1.8027156171642145
61	A3-1	1.39999	1.13884e-05	0.0711775	-1.49919	-1.01356	-0.475526	-0.6680847177830073
62	A3-1	1.59998	1.58313e-05	0.0989456	-1.42834	0.178435	-0.719767	-0.7274370967481122
63	A3-1	1.79996	2.34553e-05	0.146596	-0.325199	0.546549	-0.273138	-0.18632022701847253
64	A3-1	1.99995	3.26991e-05	0.204369	-0.249368	0.325445	-0.324434	-0.1587491253565854
65	A3-1	2.19983	4.54319e-05	0.283949	-0.0507919	0.395151	-0.100989	-0.03556589387530859
66	A3-1	2.39984	6.11417e-05	0.382136	-0.13625	0.568909	-0.397729	-0.10408048443486088
67	A3-1	2.59981	8.1497e-05	0.509356	-0.0313931	0.451007	-0.132327	-0.025979275791391483
68	A3-1	2.79974	0.000108507	0.678169	-0.039454	0.00430595	-0.23845	-0.03516085223594709
69	A3-1	2.99973	0.000144735	0.904594	-0.0259757	0.0443124	-0.224364	-0.024802729180162592
70	A3-1	3.19978	0.000194191	1.21369	-0.0602675	-0.0315704	-0.74501	-0.061383878914714626
71	A3-1	3.3997	0.000266823	1.66764	0.0698955	0.0672431	1.26137	0.07563802739200307
72	A3-1	3.5997	0.000361148	2.25717	0.0880218	-0.0011545	2.27652	0.10085726817209162
73	A3-1	3.79964	0.000492428	3.07768	0.108138	0.0756851	4.02527	0.13078910088118323
74	A3-1	3.99962	0.000668668	4.17917	0.128013	0.0678738	6.81105	0.16297614119550055
75	A3-1	4.19956	0.000897577	5.60986	0.143498	0.0854507	10.761	0.19182296884414224
76	A3-1	4.39957	0.00117596	7.34975	0.160854	0.0634117	16.5564	0.22526480492533757
77	A3-1	4.59957	0.00150511	9.40694	0.167473	0.0898094	23.0653	0.24519450533329645
78	A3-1	4.79989	0.001905	11.9062	0.171041	0.0897405	31.114	0.2613260318153567
79	A3-1	4.9999	0.00237312	14.832	0.170999	0.10135	40.3649	0.27214738403451993
80	A3-1	5.19993	0.00290904	18.1815	0.166512	0.106834	50.1098	0.27560872315265517
81	A3-1	5.39994	0.0035033	21.8956	0.168028	0.114583	63.2381	0.2888164745428305
82	A3-1	5.59991	0.00417632	26.102	0.161514	0.111286	75.1478	0.28790054401961535
83	A3-1	5.7999	0.00491329	30.7081	0.155555	0.115495	88.1877	0.2871805810193402
84	A3-1	5.99988	0.00596315	37.2697	0.141836	0.108495	100.956	0.27087956168147315
85	A3-1	6.19991	0.00660357	41.2723	0.143072	0.112125	116.533	0.2823516014372836
