	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
10	B5-2	0.0200007	477.64	Working	3.8	0.171686	0.15383149629629628	0.41745311170407334	0.39033752293429463	0.264379	0.2013972962962963	6.2	0.159599	0.41745311170407334	0.211528	577.5	28.5	0.5180671819413272	0.4352309706572783	#ffcb00	7.5999	0.171686	0.4047121428295994	0.167297	577.5	29.0	0.4952885070155662	0.41638238382230724	#ffc100
11	C1-1	0.0200007	348.51	Working	3.6	0.120711	0.10806141785714285	0.3150957310569866	0.2866760734860459	0.213221	0.15046450357142854	6.19999	0.120711	0.30867125603067047	0.156407	578.0	29.0	0.5166515506896203	0.43261948950339674	#ffc900	8.19976	0.119232	0.2882159854340788	0.110425	577.5	30.0	0.5012289329770935	0.4171779301966691	#ffbe00
12	C2-1	0.0200011	374.62	Working	3.6	0.13013	0.11249153793103447	0.3476851466053975	0.3154992816269104	0.228572	0.1653911379310345	6.19998	0.126141	0.33753561868577847	0.171032	577.5	29.0	0.5204105581587651	0.4362290134039532	#ffcb00	7.99994	0.126703	0.31333789842627235	0.123048	577.5	29.5	0.5065989015151406	0.42316473018539114	#ffc300
13	C3-1	0.0200008	177.62	Working	3.8	0.0586183	0.041456135821428576	0.14314677083688715	0.1198084773404432	0.0718973	0.05878399642857142	7.80001	0.0546314	0.13885401881793324	0.055926	577.5	29.0	0.5066222285671974	0.42454764689956787	#ffc500	-	-	-	-	-	-	-	-	-
14	C3-2	0.01976	1.28	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
15	C4-1	0.0200006	436.53	Working	3.6	0.148873	0.10614177096774194	0.4263303915434517	0.385308317756737	0.294291	0.19869690322580644	6.20003	0.14628	0.41626376881961563	0.210923	577.5	28.5	0.5250224381863999	0.4409591810678509	#ffce00	7.99994	0.145812	0.37820767653666965	0.148523	577.5	29.5	0.510070134148382	0.4280541729531142	#ffc700
16	C5-1	0.0200003	475.25	Working	3.8	0.16724	0.14880331515151513	0.47207478438776107	0.4280467387542617	0.312269	0.2094470606060606	6.39993	0.166913	0.46337262871461904	0.227459	577.5	29.0	0.5250083803397748	0.44159044570744377	#ffcf00	8.19976	0.161153	0.41943861390858117	0.1607	577.5	29.5	0.5104507289979254	0.4293100834948069	#ffc900
17	D1-1	0.0200005	2.63	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	D2-1	0.0200007	366.8	Working	3.6	0.117382	0.09372584444444444	0.2959970148888536	0.2657272577057636	0.172536	0.13956722222222223	6.20002	0.0975755	0.27464085268523764	0.139162	577.5	29.0	0.5266657411590528	0.4379951521310325	#ffc900	7.79986	0.115104	0.29458607031953626	0.118652	578.0	30.0	0.5133079129840493	0.42825578608139975	#ffc500
19	D3-1	0.0200004	2.47	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
20	D4-1	0.0190763	3.48	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
21	D4-2	0.0200008	2.24	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
22	D5-1	0.0200008	497.32	Working	3.6	0.186071	0.14891309032258065	0.5362740799727996	0.4738585251696461	0.421213	0.24862170967741928	6.20003	0.176079	0.49935636024173335	0.253026	578.0	28.5	0.528329095489563	0.44454578639243536	#ffd000	7.79993	0.168943	0.4519056870957078	0.182015	577.5	30.0	0.5168677285547918	0.43348338366895967	#ffca00
