	Material	FD_ct	FD_%
0	HATCN	0.810087469086992	-0.8106755807786926
1	TAPC	-0.7186215830117344	0.706434382520526
2	CBP	-0.463278657175049	0.4336901173243812
3	TxOPhCz	0.738408106223909	-0.7283192034385785
4	Cl-BsubPc	-0.713020685198052	0.7451431324816702
5	B3PYMPM	-0.5519142701911615	0.5270503099270538
6	LiQ	0.8254089116619184	-0.8430786951710165
7	Al	0.8059880459364689	-0.8281757007739083
