	Material	Max Luminance (cd/m2)	EQE(%)_max	EQE(%)_avg	PE(lm/W)_max	PE(lm/W)_avg	CE(cd/A)_max	CE(cd/A)_avg
0	HATCN	0.6744806133133823	0.2021647912831788	0.5003479031307495	0.4047473248786455	0.6181519233374412	0.45287514886634467	0.5362451336847545
1	TAPC	-0.5177960866986028	-0.05437373704249954	-0.34596942994677904	-0.2588414416207806	-0.4724895592735723	-0.30552327917351707	-0.3776086063713459
2	CBP	-0.12929420915116	0.25197303850821917	0.014075768421721434	0.07200786304692687	-0.11254720734874728	0.03471402614357791	-0.004572783175704561
3	TxOPhCz	0.5479751141712514	0.08140954766458669	0.37516318895598705	0.2862084505248609	0.5005163396777457	0.3333068814832069	0.4076803992641443
4	Cl-BsubPc	-0.9198919818038043	-0.5115397673951713	-0.7716164342426204	-0.673356901462264	-0.8478934506006025	-0.7162293989138979	-0.8110302066044378
5	B3PYMPM	-0.26945700547908275	0.14920713223705825	-0.1128857527470777	-0.04336366641440039	-0.24224763124446047	-0.08479339351019069	-0.13653500486612033
6	LiQ	0.82204944227304	0.3664528480365425	0.6552390552064589	0.555077565200075	0.7558533658270149	0.6021444452408957	0.6941308732898441
7	Al	0.8547845986759661	0.4092381627907721	0.6919976163274483	0.5916882664091566	0.7865294042091117	0.6379075782512109	0.7312970557074596
